semana,municipio_norm,uf,num_alertas,area_ha_total,score_riesgo_promedio,num_incendios,frp_total,frp_promedio,precipitacion_promedio,dias_sin_lluvia_promedio,riesgo_fuego_promedio
2022-07-25,TOME-ACU,PA,7,2141.2299999999996,4.428571428571429,0.0,0.0,0.0,,,
2022-07-25,TRAIRAO,PA,3,73.25,4.666666666666667,30.0,702.0,23.4,0.7873333333333333,5.266666666666667,0.33999999999999997
2022-07-25,UNIAO DO SUL,MT,6,521.1,3.3333333333333335,21.0,1356.3,64.58571428571429,0.0,106.19047619047619,1.0
2022-07-25,URUARA,PA,10,496.35,4.5,2.0,37.8,18.9,0.15,1.0,0.76
2022-08-01,ACRELANDIA,AC,1,16.86,3.0,0.0,0.0,0.0,,,
2022-08-01,ALENQUER,PA,3,31.700000000000003,3.3333333333333335,9.0,194.3,21.58888888888889,0.0911111111111111,4.0,0.14777777777777779
2022-08-01,ALTA FLORESTA D'OESTE,RO,4,61.52,4.0,1.0,18.4,18.4,0.0,21.0,0.95
2022-08-01,ALTAMIRA,PA,17,955.4300000000001,4.352941176470588,113.0,20011.9,177.09646017699117,0.44778761061946903,28.20353982300885,0.7338053097345133
2022-08-01,AMAJARI,RR,2,11.59,3.5,0.0,0.0,0.0,,,
2022-08-01,ANAPU,PA,1,0.35,3.0,1.0,13.0,13.0,0.0,1.0,0.03
2022-08-01,APIACAS,MT,1,16.77,4.0,6.0,237.0,39.5,1.9433333333333334,48.333333333333336,0.6466666666666667
2022-08-01,APUI,AM,17,438.73,4.470588235294118,267.0,33627.6,125.94606741573033,3.942397003745319,8.277153558052435,0.3535205992509363
2022-08-01,ARIPUANA,MT,6,110.56,4.333333333333333,18.0,1007.0999999999999,55.949999999999996,0.0,46.5,0.9094444444444445
2022-08-01,AUTAZES,AM,3,62.53,3.6666666666666665,18.0,730.3,40.57222222222222,0.0,1.9444444444444444,0.25055555555555553
2022-08-01,AVEIRO,PA,2,27.490000000000002,4.0,5.0,87.6,17.52,1.356,4.8,0.22400000000000003
2022-08-01,BOCA DO ACRE,AM,5,152.43,4.0,11.0,468.29999999999995,42.57272727272727,0.6663636363636364,12.545454545454545,0.6118181818181818
2022-08-01,BORBA,AM,2,9.549999999999999,3.0,6.0,96.4,16.066666666666666,1.27,3.3333333333333335,0.19999999999999998
2022-08-01,BRASILEIA,AC,1,14.6,4.0,0.0,0.0,0.0,,,
2022-08-01,BRASNORTE,MT,1,13.22,4.0,0.0,0.0,0.0,,,
2022-08-01,BUJARI,AC,1,11.01,4.0,4.0,95.5,23.875,3.2975000000000003,6.0,0.665
2022-08-01,BURITICUPU,MA,1,10.83,4.0,5.0,317.59999999999997,63.519999999999996,0.0,0.4,0.6880000000000001
2022-08-01,BURITIS,RO,1,19.82,5.0,0.0,0.0,0.0,,,
2022-08-01,CACOAL,RO,1,24.32,5.0,0.0,0.0,0.0,,,
2022-08-01,CALCOENE,AP,1,15.840000000000002,4.0,0.0,0.0,0.0,,,
2022-08-01,CANDEIAS DO JAMARI,RO,2,16.71,2.5,21.0,2778.7000000000003,132.31904761904764,2.529047619047619,25.0,0.821904761904762
2022-08-01,CANUTAMA,AM,3,120.29,3.6666666666666665,9.0,517.4,57.48888888888889,6.145555555555556,9.0,0.39666666666666667
2022-08-01,CAPIXABA,AC,4,50.330000000000005,3.5,0.0,0.0,0.0,,,
2022-08-01,CARACARAI,RR,1,15.010000000000002,4.0,0.0,0.0,0.0,,,
2022-08-01,CAREIRO DA VARZEA,AM,2,18.99,3.5,7.0,544.2,77.74285714285715,0.4428571428571429,0.0,0.08142857142857142
2022-08-01,CAROEBE,RR,1,48.86,6.0,0.0,0.0,0.0,,,
2022-08-01,CASTANHEIRA,MT,2,12.760000000000002,3.0,0.0,0.0,0.0,,,
2022-08-01,COARI,AM,1,6.83,3.0,7.0,75.3,10.757142857142856,0.0,1.8571428571428572,0.043333333333333335
2022-08-01,COLNIZA,MT,6,99.83,3.8333333333333335,110.0,10874.0,98.85454545454546,0.45454545454545453,46.127272727272725,0.9188181818181818
2022-08-01,COMODORO,MT,1,20.95,5.0,2.0,83.6,41.8,0.0,21.0,0.96
2022-08-01,CONFRESA,MT,1,34.18,5.0,0.0,0.0,0.0,,,
2022-08-01,COSTA MARQUES,RO,3,175.45,4.666666666666667,2.0,29.9,14.95,0.21000000000000002,18.0,1.0
2022-08-01,COTRIGUACU,MT,2,98.18,5.5,2.0,56.8,28.4,1.16,47.0,0.895
2022-08-01,CUMARU DO NORTE,PA,4,124.48,4.5,7.0,106.9,15.271428571428572,0.0,49.0,0.95
2022-08-01,CURUA,PA,1,14.04,4.0,0.0,0.0,0.0,,,
2022-08-01,ELDORADO DO CARAJAS,PA,1,6.92,3.0,2.0,93.0,46.5,0.0,3.0,1.0
2022-08-01,FEIJO,AC,3,33.54,3.3333333333333335,19.0,1307.6000000000001,68.82105263157895,4.64,7.315789473684211,0.3447368421052632
2022-08-01,FELIZ NATAL,MT,1,50.0,4.0,7.0,641.9,91.7,0.0,44.0,1.0
2022-08-01,GOVERNADOR JORGE TEIXEIRA,RO,2,10.35,3.0,1.0,12.6,12.6,0.0,17.0,0.95
2022-08-01,IRACEMA,RR,3,37.47,3.3333333333333335,0.0,0.0,0.0,,,
2022-08-01,ITACOATIARA,AM,2,17.6,3.0,1.0,8.6,8.6,0.0,3.0,0.16
2022-08-01,ITAITUBA,PA,14,562.12,5.0,193.0,12203.1,63.22849740932643,3.30538860103627,20.906735751295336,0.374559585492228
2022-08-01,ITAUBA,MT,2,39.74,3.5,1.0,6.3,6.3,0.0,51.0,1.0
2022-08-01,JACAREACANGA,PA,5,103.95,4.0,63.0,4044.7,64.2015873015873,1.6695238095238096,10.952380952380953,0.5726984126984127
2022-08-01,JUARA,MT,6,2784.28,4.333333333333333,3.0,117.6,39.199999999999996,0.0,47.333333333333336,0.8766666666666666
2022-08-01,JURUTI,PA,1,10.69,4.0,2.0,25.0,12.5,0.05,0.0,0.049999999999999996
2022-08-01,JUTAI,AM,2,17.02,3.0,0.0,0.0,0.0,,,
2022-08-01,LABREA,AM,8,145.67000000000002,4.25,10.0,592.4,59.239999999999995,0.64,16.5,0.8240000000000001
2022-08-01,MACHADINHO D'OESTE,RO,2,21.1,4.5,1.0,30.1,30.1,0.0,46.0,0.98
2022-08-01,MANICORE,AM,4,102.17,4.0,78.0,4930.3,63.20897435897436,6.409487179487179,24.153846153846153,0.34192307692307694
2022-08-01,MANOEL URBANO,AC,3,85.74000000000001,4.333333333333333,8.0,152.6,19.075,3.29375,4.0,0.31625000000000003
2022-08-01,MARAJA DO SENA,MA,1,25.62,5.0,0.0,0.0,0.0,,,
2022-08-01,MARCELANDIA,MT,1,79.53,4.0,43.0,9723.7,226.1325581395349,0.0,64.18604651162791,1.0
2022-08-01,MAUES,AM,5,187.13,5.2,29.0,1278.3,44.07931034482758,3.6337931034482756,11.655172413793103,0.4286206896551724
2022-08-01,MEDICILANDIA,PA,1,10.1,3.0,0.0,0.0,0.0,,,
2022-08-01,MOJU,PA,1,8.81,3.0,16.0,866.4,54.15,0.0,3.5625,0.343125
2022-08-01,MONTE ALEGRE,PA,1,21.8,5.0,0.0,0.0,0.0,,,
2022-08-01,MUCAJAI,RR,5,128.12,4.4,0.0,0.0,0.0,,,
2022-08-01,NOVA BANDEIRANTES,MT,6,228.92,4.0,51.0,3354.2,65.76862745098039,1.6341176470588237,46.568627450980394,0.7496078431372548
2022-08-01,NOVA MAMORE,RO,3,35.87,3.6666666666666665,0.0,0.0,0.0,,,
2022-08-01,NOVA MARINGA,MT,1,37.66,3.0,8.0,253.5,31.6875,0.0,54.875,0.99
2022-08-01,NOVA MONTE VERDE,MT,2,24.21,3.5,0.0,0.0,0.0,,,
2022-08-01,NOVA SANTA HELENA,MT,2,262.38,5.5,23.0,1149.0,49.95652173913044,0.0,100.95652173913044,1.0
2022-08-01,NOVO ARIPUANA,AM,5,531.2600000000001,5.0,143.0,21650.9,151.4048951048951,1.088111888111888,12.076923076923077,0.6175524475524475
2022-08-01,NOVO MUNDO,MT,1,21.06,5.0,2.0,74.19999999999999,37.099999999999994,0.0,54.5,1.0
2022-08-01,NOVO PROGRESSO,PA,9,195.74,4.777777777777778,135.0,24695.6,182.93037037037035,1.4248888888888889,35.733333333333334,0.7543703703703704
2022-08-01,OBIDOS,PA,5,71.66,4.2,12.0,566.8,47.23333333333333,0.03166666666666667,3.0833333333333335,0.21666666666666667
2022-08-01,OURILANDIA DO NORTE,PA,1,7.340000000000001,3.0,14.0,991.5,70.82142857142857,0.24214285714285716,51.0,0.9985714285714286
2022-08-01,PACAJA,PA,9,97.36,3.4444444444444446,3.0,35.5,11.833333333333334,0.0,4.333333333333333,0.27999999999999997
2022-08-01,PAUINI,AM,1,6.76,3.0,0.0,0.0,0.0,,,
2022-08-01,PIMENTA BUENO,RO,1,8.690000000000001,3.0,1.0,17.6,17.6,0.0,30.0,0.98
2022-08-01,PLACAS,PA,1,23.49,5.0,5.0,93.5,18.7,2.34,1.0,0.31599999999999995
2022-08-01,PORTEL,PA,6,94.88,4.333333333333333,10.0,221.9,22.19,3.0010000000000003,3.5,0.11699999999999999
2022-08-01,PORTO ACRE,AC,4,42.1,3.0,0.0,0.0,0.0,,,
2022-08-01,PORTO DOS GAUCHOS,MT,1,120.56,4.0,0.0,0.0,0.0,,,
2022-08-01,PORTO VELHO,RO,12,294.14,4.166666666666667,61.0,4835.4,79.26885245901639,1.1727868852459018,17.16393442622951,0.728
2022-08-01,QUERENCIA,MT,1,8.62,1.0,15.0,406.8,27.12,0.037333333333333336,84.86666666666666,1.0
2022-08-01,RIO BRANCO,AC,3,1119.99,4.333333333333333,2.0,32.599999999999994,16.299999999999997,1.81,8.5,0.58
2022-08-01,RIO MARIA,PA,2,88.89999999999999,4.5,1.0,37.3,37.3,0.0,38.0,1.0
2022-08-01,RONDOLANDIA,MT,2,136.28,6.0,2.0,83.4,41.7,0.14,44.5,0.9199999999999999
2022-08-01,RONDON DO PARA,PA,1,7.22,3.0,13.0,806.8000000000001,62.06153846153847,0.0,3.8461538461538463,0.5715384615384616
2022-08-01,RORAINOPOLIS,RR,1,22.27,5.0,0.0,0.0,0.0,,,
2022-08-01,RUROPOLIS,PA,13,252.62,4.230769230769231,5.0,120.7,24.14,0.9760000000000002,2.6,0.49799999999999994
2022-08-01,SANTA TEREZINHA,MT,1,15.079999999999998,3.0,3.0,170.7,56.9,0.0,72.0,1.0
2022-08-01,SAO FELIX DO XINGU,PA,13,273.02,3.8461538461538463,145.0,8667.8,59.777931034482755,2.0114482758620693,18.73103448275862,0.6757931034482758
2022-08-01,SENA MADUREIRA,AC,8,70.61,3.125,0.0,0.0,0.0,,,
2022-08-01,SENADOR GUIOMARD,AC,1,9.59,3.0,0.0,0.0,0.0,,,
2022-08-01,TABAPORA,MT,1,372.25,4.0,0.0,0.0,0.0,,,
2022-08-01,TAILANDIA,PA,2,49.22,5.0,3.0,45.5,15.166666666666666,0.0,4.0,0.43333333333333335
2022-08-01,TAPAUA,AM,1,31.55,5.0,6.0,251.5,41.916666666666664,7.8566666666666665,7.5,0.10166666666666667
2022-08-01,TARAUACA,AC,2,23.5,3.5,1.0,31.6,31.6,0.0,9.0,0.46
2022-08-01,TERRA SANTA,PA,1,2.41,3.0,0.0,0.0,0.0,,,
2022-08-01,TRAIRAO,PA,13,217.27,4.153846153846154,43.0,2987.1,69.46744186046512,2.9262790697674417,1.6511627906976745,0.16348837209302325
2022-08-01,URUARA,PA,3,34.01,3.3333333333333335,2.0,29.1,14.55,0.235,1.5,0.9299999999999999
2022-08-01,VILA RICA,MT,1,7.55,3.0,3.0,45.3,15.1,0.0,77.0,1.0
2022-08-01,XAPURI,AC,1,6.260000000000001,5.0,1.0,46.2,46.2,0.0,1.0,0.7
2022-08-08,ALENQUER,PA,2,14.319999999999999,3.0,14.0,302.8,21.62857142857143,1.377857142857143,4.857142857142857,0.26285714285714284
2022-08-08,ALMEIRIM,PA,2,32.71,4.0,2.0,28.9,14.45,0.88,5.0,0.060000000000000005
2022-08-08,ALTAMIRA,PA,26,1410.94,4.615384615384615,389.0,60095.0,154.48586118251927,1.3210796915167093,9.308483290488432,0.683573264781491
2022-08-08,ALTO ALEGRE,RR,2,36.49,4.5,0.0,0.0,0.0,,,
2022-08-08,ALTO PARAISO,RO,2,25.91,3.5,4.0,42.5,10.625,0.0,7.75,0.5974999999999999
2022-08-08,AMAJARI,RR,1,23.94,5.0,0.0,0.0,0.0,,,
2022-08-08,APUI,AM,8,197.67000000000002,4.5,379.0,47445.4,125.18575197889183,0.9406068601583114,6.944591029023747,0.4000791556728232
2022-08-08,ARIPUANA,MT,1,45.05,4.0,71.0,5842.9,82.2943661971831,0.11732394366197184,15.845070422535212,0.9225352112676056
2022-08-08,AUTAZES,AM,4,40.010000000000005,3.25,19.0,531.4,27.968421052631577,0.20210526315789473,4.526315789473684,0.3272222222222222
2022-08-08,AVEIRO,PA,2,719.92,3.0,9.0,120.8,13.422222222222222,1.098888888888889,6.0,0.31666666666666665
2022-08-08,BANNACH,PA,1,14.85,4.0,0.0,0.0,0.0,,,
2022-08-08,BOCA DO ACRE,AM,4,73.58000000000001,4.0,39.0,1915.6,49.117948717948714,0.005128205128205128,13.743589743589743,0.5948717948717949
2022-08-08,BOM JARDIM,MA,2,44.76,4.0,3.0,85.4,28.46666666666667,0.0,48.666666666666664,0.9433333333333334
2022-08-08,BONFIM,RR,2,98.55,4.5,2.0,70.3,35.15,0.0,5.0,0.025
2022-08-08,BORBA,AM,4,77.18,4.5,21.0,1165.3,55.49047619047619,0.04904761904761905,6.523809523809524,0.25761904761904764
2022-08-08,BURITIS,RO,3,119.85000000000002,5.333333333333333,7.0,280.9,40.128571428571426,2.654285714285714,4.142857142857143,0.6371428571428571
2022-08-08,CACERES,MT,3,1302.2299999999998,4.0,0.0,0.0,0.0,,,
2022-08-08,CAMPO NOVO DE RONDONIA,RO,1,13.64,4.0,0.0,0.0,0.0,,,
2022-08-08,CANDEIAS DO JAMARI,RO,2,57.45,5.0,70.0,4388.8,62.69714285714286,0.05114285714285714,12.357142857142858,0.49157142857142855
2022-08-08,CANTA,RR,3,88.09,4.333333333333333,1.0,17.6,17.6,8.36,5.0,0.0
2022-08-08,CANUTAMA,AM,3,53.75,5.0,68.0,3986.8,58.629411764705885,0.7689705882352941,8.558823529411764,0.16941176470588235
2022-08-08,CARACARAI,RR,7,155.28,4.142857142857143,3.0,44.5,14.833333333333334,0.0,5.333333333333333,0.013333333333333334
2022-08-08,CAREIRO,AM,1,11.08,4.0,7.0,283.2,40.457142857142856,0.3514285714285715,2.857142857142857,0.25142857142857145
2022-08-08,CAREIRO DA VARZEA,AM,3,34.260000000000005,3.3333333333333335,4.0,133.4,33.35,1.165,2.5,0.14750000000000002
2022-08-08,COLNIZA,MT,4,311.30999999999995,3.5,285.0,18328.5,64.31052631578947,0.07821052631578947,9.07719298245614,0.623578947368421
2022-08-08,COSTA MARQUES,RO,2,65.83,5.0,2.0,233.6,116.8,0.0,2.5,1.0
2022-08-08,COTRIGUACU,MT,1,7.399999999999999,3.0,2.0,27.5,13.75,0.0,55.0,0.885
2022-08-08,CRUZEIRO DO SUL,AC,6,68.29,3.3333333333333335,1.0,11.5,11.5,0.0,12.0,0.07
2022-08-08,CUMARU DO NORTE,PA,6,162.82,4.0,2.0,25.799999999999997,12.899999999999999,0.0,2.5,0.615
2022-08-08,CURUA,PA,1,9.61,3.0,0.0,0.0,0.0,,,
2022-08-08,DOM ELISEU,PA,5,150.17000000000002,4.6,1.0,37.9,37.9,0.0,24.0,0.73
2022-08-08,FARO,PA,1,453.14,7.0,0.0,0.0,0.0,,,
2022-08-08,FEIJO,AC,7,94.56,3.5714285714285716,58.0,2410.8,41.56551724137931,1.2617241379310347,11.46551724137931,0.3367241379310345
2022-08-08,GOIANESIA DO PARA,PA,1,10.63,4.0,5.0,266.8,53.36,0.0,8.6,0.9460000000000001
2022-08-08,GOVERNADOR JORGE TEIXEIRA,RO,2,14.26,3.0,0.0,0.0,0.0,,,
2022-08-08,GUAJARA,AM,3,24.77,3.3333333333333335,1.0,11.5,11.5,26.32,1.0,0.0
2022-08-08,GUAJARA-MIRIM,RO,1,84.09,4.0,4.0,82.0,20.5,0.0,7.75,0.55
2022-08-08,HUMAITA,AM,8,307.25,4.125,51.0,3740.2,73.33725490196078,0.41352941176470587,7.823529411764706,0.1642857142857143
2022-08-08,IPIXUNA,AM,1,16.900000000000002,4.0,0.0,0.0,0.0,,,
2022-08-08,IRACEMA,RR,3,138.69,4.333333333333333,0.0,0.0,0.0,,,
2022-08-08,IRANDUBA,AM,1,25.44,4.0,0.0,0.0,0.0,,,
2022-08-08,IRITUIA,PA,1,7.88,3.0,2.0,66.3,33.15,0.0,5.0,1.0
2022-08-08,ITAITUBA,PA,14,844.55,4.785714285714286,177.0,8899.8,50.28135593220338,0.5219774011299435,7.4858757062146895,0.4698870056497175
2022-08-08,ITAPIRANGA,AM,1,488.99,5.0,1.0,13.4,13.4,0.0,3.0,0.14
2022-08-08,ITAPUA DO OESTE,RO,3,74.78999999999999,4.666666666666667,6.0,110.4,18.400000000000002,0.13333333333333333,13.5,0.7433333333333333
2022-08-08,ITAUBA,MT,2,250.02999999999997,4.5,0.0,0.0,0.0,,,
2022-08-08,JACAREACANGA,PA,5,166.66,4.8,123.0,12958.5,105.35365853658537,0.24569105691056914,9.373983739837398,0.6021138211382114
2022-08-08,JORDAO,AC,3,22.96,3.0,12.0,179.9,14.991666666666667,0.0,11.75,0.24750000000000003
2022-08-08,JUARA,MT,4,228.76999999999998,3.5,3.0,85.9,28.633333333333336,0.0,21.0,0.9266666666666667
2022-08-08,JURUTI,PA,5,65.1,3.8,4.0,54.8,13.7,0.0,3.25,0.030000000000000002
2022-08-08,JUTAI,AM,2,13.469999999999999,3.0,1.0,16.9,16.9,2.13,9.0,0.04
2022-08-08,LABREA,AM,14,1223.29,4.857142857142857,120.0,19858.7,165.48916666666668,0.1400833333333333,12.733333333333333,0.4701666666666667
2022-08-08,MACHADINHO D'OESTE,RO,1,20.43,5.0,7.0,82.7,11.814285714285715,0.0,10.857142857142858,0.9014285714285715
2022-08-08,MANACAPURU,AM,1,8.28,3.0,11.0,174.0,15.818181818181818,0.34545454545454546,4.363636363636363,0.29454545454545455
2022-08-08,MANCIO LIMA,AC,7,56.05,3.2857142857142856,3.0,47.9,15.966666666666667,0.0,13.333333333333334,0.17333333333333334
2022-08-08,MANICORE,AM,1,78.36,6.0,194.0,16373.8,84.40103092783505,1.1070103092783505,8.314432989690722,0.45448453608247424
2022-08-08,MARABA,PA,2,27.22,4.0,6.0,242.4,40.4,0.81,8.666666666666666,0.88
2022-08-08,MARAJA DO SENA,MA,1,5.62,3.0,0.0,0.0,0.0,,,
2022-08-08,MARCELANDIA,MT,6,320.53999999999996,4.5,10.0,343.59999999999997,34.36,0.01,94.1,1.0
2022-08-08,MARECHAL THAUMATURGO,AC,3,29.09,3.3333333333333335,5.0,40.5,8.1,0.0,12.0,0.098
2022-08-08,MAUES,AM,1,54.36,8.0,55.0,2226.5,40.481818181818184,0.14527272727272728,6.9818181818181815,0.4536363636363636
2022-08-08,MEDICILANDIA,PA,4,98.58000000000001,4.75,8.0,126.3,15.7875,0.0,7.375,0.51375
2022-08-08,MONTE ALEGRE,PA,4,74.38,4.25,3.0,71.2,23.733333333333334,0.0,3.6666666666666665,0.30666666666666664
2022-08-08,MUCAJAI,RR,7,127.22999999999999,4.0,1.0,7.1,7.1,0.0,3.0,0.03
2022-08-08,NOVA BANDEIRANTES,MT,1,26.19,3.0,47.0,6030.5,128.30851063829786,0.04127659574468085,13.127659574468085,0.893404255319149
2022-08-08,NOVA MAMORE,RO,10,199.17,4.3,18.0,890.1,49.45,0.4316666666666667,9.222222222222221,0.8427777777777777
2022-08-08,NOVA MARINGA,MT,5,1571.21,4.8,8.0,1862.3,232.7875,0.0,177.75,1.0
2022-08-08,NOVA OLINDA DO NORTE,AM,1,6.54,3.0,6.0,310.0,51.666666666666664,0.0,5.833333333333333,0.13833333333333334
2022-08-08,NOVA UBIRATA,MT,1,20.46,5.0,4.0,185.0,46.25,0.0,111.5,1.0
2022-08-08,NOVO ARIPUANA,AM,3,94.71000000000001,4.666666666666667,215.0,13027.7,60.593953488372094,0.6505581395348837,8.26046511627907,0.5376279069767442
2022-08-08,NOVO MUNDO,MT,1,8.62,3.0,23.0,4068.8,176.90434782608696,0.1508695652173913,5.130434782608695,0.5708695652173913
2022-08-08,NOVO PROGRESSO,PA,12,342.02,4.75,275.0,26500.3,96.36472727272727,0.1277818181818182,11.549090909090909,0.7824
2022-08-08,OBIDOS,PA,4,46.43,3.5,19.0,538.4,28.336842105263155,0.17421052631578945,6.947368421052632,0.32
2022-08-08,ORIXIMINA,PA,2,26.91,3.0,5.0,50.5,10.1,0.0,3.0,0.10600000000000001
2022-08-08,OURILANDIA DO NORTE,PA,1,23.12,5.0,32.0,1065.9,33.309375,0.0,3.5,0.9275
2022-08-08,OURO PRETO DO OESTE,RO,1,26.23,5.0,0.0,0.0,0.0,,,
2022-08-08,PARANATINGA,MT,1,400.4500000000001,4.0,17.0,3493.7,205.51176470588234,0.0,322.4117647058824,1.0
2022-08-08,PEIXOTO DE AZEVEDO,MT,5,226.22,4.2,27.0,1255.8,46.51111111111111,0.007407407407407408,72.4074074074074,1.0
2022-08-08,PIMENTA BUENO,RO,1,13.36,4.0,0.0,0.0,0.0,,,
2022-08-08,PLACAS,PA,2,26.03,4.0,24.0,1557.1,64.87916666666666,1.44625,6.75,0.49291666666666667
2022-08-08,PORTO ALEGRE DO NORTE,MT,2,342.97999999999996,3.5,3.0,171.0,57.0,0.0,68.66666666666667,1.0
2022-08-08,PORTO DE MOZ,PA,1,10.21,3.0,3.0,26.1,8.700000000000001,0.03333333333333333,4.0,0.3833333333333333
2022-08-08,PORTO VELHO,RO,8,131.75,3.75,157.0,8816.4,56.15541401273885,0.16280254777070063,7.923566878980892,0.4938216560509554
2022-08-08,PRAINHA,PA,5,47.9,3.4,0.0,0.0,0.0,,,
2022-08-08,PRESIDENTE SARNEY,MA,1,33.22,5.0,0.0,0.0,0.0,,,
2022-08-08,RIO BRANCO,AC,1,25.290000000000003,5.0,22.0,615.7,27.986363636363638,0.0,8.0,0.4876190476190476
2022-08-08,RODRIGUES ALVES,AC,3,30.759999999999998,3.3333333333333335,1.0,13.8,13.8,0.0,12.0,0.12
2022-08-08,RONDON DO PARA,PA,2,33.74,4.5,5.0,71.9,14.38,0.346,8.2,0.5860000000000001
2022-08-08,RORAINOPOLIS,RR,9,128.81,3.7777777777777777,4.0,51.1,12.775,0.0,4.75,0.0075
2022-08-08,SANTA CARMEM,MT,1,22.89,3.0,0.0,0.0,0.0,,,
2022-08-08,SANTA CRUZ DO XINGU,MT,2,54.949999999999996,4.0,0.0,0.0,0.0,,,
2022-08-08,SANTA MARIA DAS BARREIRAS,PA,7,106.94,3.4285714285714284,30.0,1670.8,55.693333333333335,0.0,79.86666666666666,1.0
2022-08-08,SANTANA DO ARAGUAIA,PA,4,62.89,3.75,1.0,21.4,21.4,0.0,37.0,1.0
2022-08-08,SANTAREM,PA,8,323.54,4.625,6.0,77.5,12.916666666666666,0.0,2.6666666666666665,0.6383333333333333
2022-08-08,SAO FELIX DO XINGU,PA,11,298.74,3.8181818181818183,217.0,9092.6,41.901382488479264,3.4763594470046084,2.1244239631336406,0.478110599078341
2022-08-08,SAO JOAO DA BALIZA,RR,1,6.94,3.0,0.0,0.0,0.0,,,
2022-08-08,SAO JOSE DO RIO CLARO,MT,1,328.57,4.0,0.0,0.0,0.0,,,
2022-08-08,SAO LUIZ,RR,1,11.21,4.0,0.0,0.0,0.0,,,
2022-08-08,SENADOR JOSE PORFIRIO,PA,2,74.5,4.5,14.0,475.8,33.98571428571429,0.04285714285714286,10.857142857142858,0.7242857142857142
2022-08-08,TAPAUA,AM,3,45.25,4.0,11.0,276.0,25.09090909090909,1.2836363636363637,8.909090909090908,0.15272727272727274
2022-08-08,TARAUACA,AC,3,34.230000000000004,3.6666666666666665,33.0,850.7,25.77878787878788,0.5393939393939394,10.696969696969697,0.25181818181818183
2022-08-08,TEFE,AM,4,34.13,2.5,5.0,156.9,31.380000000000003,0.01,10.4,0.11000000000000001
2022-08-08,TOME-ACU,PA,4,90.18,4.5,7.0,123.3,17.614285714285714,0.05714285714285715,16.714285714285715,0.5628571428571428
2022-08-08,TRAIRAO,PA,4,72.13,4.75,48.0,1352.0,28.166666666666668,1.7758333333333332,3.125,0.28375
2022-08-08,UNIAO DO SUL,MT,2,29.509999999999998,3.0,3.0,172.4,57.46666666666667,0.0,78.33333333333333,1.0
2022-08-08,URUARA,PA,3,40.629999999999995,4.0,12.0,885.2,73.76666666666667,0.5366666666666666,7.833333333333333,0.45916666666666667
2022-08-08,VALE DO PARAISO,RO,1,42.82,5.0,0.0,0.0,0.0,,,
2022-08-08,VERA,MT,1,104.8,5.0,3.0,138.0,46.0,0.0,178.66666666666666,1.0
2022-08-15,ACAILANDIA,MA,1,13.52,4.0,4.0,197.7,49.425,0.0,8.75,1.0
2022-08-15,AGUA AZUL DO NORTE,PA,1,21.37,5.0,11.0,480.70000000000005,43.7,0.0,5.909090909090909,0.8409090909090909
2022-08-15,ALENQUER,PA,1,7.779999999999999,3.0,21.0,647.2,30.81904761904762,0.08761904761904761,7.285714285714286,0.3185714285714286
2022-08-15,ALMEIRIM,PA,1,13.96,4.0,0.0,0.0,0.0,,,
2022-08-15,ALTAMIRA,PA,27,2074.5099999999998,4.62962962962963,1098.0,94166.6,85.76193078324226,0.03041894353369763,8.380692167577413,0.7851457194899818
2022-08-15,AMARANTE DO MARANHAO,MA,2,18.46,3.5,6.0,285.8,47.63333333333333,0.0,6.5,0.9700000000000001
2022-08-15,ANAPU,PA,11,251.18,4.363636363636363,2.0,59.599999999999994,29.799999999999997,0.0,3.0,0.485
2022-08-15,APUI,AM,3,51.24,4.0,658.0,49185.0,74.74924012158054,0.5853951367781155,4.177811550151976,0.5333434650455927
2022-08-15,ARAME,MA,1,14.18,4.0,3.0,103.2,34.4,0.0,19.333333333333332,1.0
2022-08-15,AVEIRO,PA,2,37.05,4.5,37.0,878.4,23.74054054054054,0.07432432432432433,3.864864864864865,0.3121621621621622
2022-08-15,BANNACH,PA,4,83.63,2.75,33.0,2190.1,66.36666666666666,0.0,6.242424242424242,0.9906060606060605
2022-08-15,BELTERRA,PA,1,210.19,7.0,0.0,0.0,0.0,,,
2022-08-15,BERURI,AM,2,28.549999999999997,4.0,0.0,0.0,0.0,,,
2022-08-15,BOCA DO ACRE,AM,24,377.34000000000003,3.7083333333333335,69.0,2095.8,30.373913043478264,0.03956521739130434,6.0,0.5611594202898551
2022-08-15,BOM JARDIM,MA,2,34.09,6.0,6.0,113.0,18.833333333333332,0.0,14.666666666666666,0.875
2022-08-15,BOM JESUS DAS SELVAS,MA,3,17.97,3.0,3.0,159.1,53.03333333333333,0.0,7.666666666666667,0.9366666666666666
2022-08-15,BORBA,AM,1,39.7,5.0,28.0,2033.4,72.62142857142858,0.09035714285714287,6.214285714285714,0.44107142857142856
2022-08-15,BRASIL NOVO,PA,1,7.960000000000001,3.0,0.0,0.0,0.0,,,
2022-08-15,BRASILEIA,AC,6,51.510000000000005,3.8333333333333335,12.0,299.8,24.983333333333334,0.0,4.166666666666667,0.3016666666666667
2022-08-15,BREU BRANCO,PA,3,34.53,3.6666666666666665,7.0,246.9,35.27142857142857,0.0,2.857142857142857,0.7314285714285714
2022-08-15,BUJARI,AC,3,52.019999999999996,4.0,6.0,134.5,22.416666666666668,0.0,1.8333333333333333,0.5766666666666667
