DataHora,Satelite,Pais,Estado,Municipio,Bioma,DiaSemChuva,Precipitacao,RiscoFogo,FRP,Latitude,Longitude
2023/01/04 17:02:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,0,0.0,0.04,21.7,-2.67423,-46.91725
2023/01/04 17:02:00,AQUA_M-T,Brasil,PARÁ,TOMÉ-AÇU,Amazônia,0,0.0,0.24,14.7,-2.81083,-48.09297
2023/01/04 17:02:00,AQUA_M-T,Brasil,PARÁ,TOMÉ-AÇU,Amazônia,0,0.0,0.01,27.2,-2.46518,-48.12074
2023/01/04 17:02:00,AQUA_M-T,Brasil,PARÁ,TAILÂNDIA,Amazônia,0,0.0,0.06,12.4,-2.81807,-48.96553
2023/01/04 17:02:00,AQUA_M-T,Brasil,PARÁ,MOJU,Amazônia,0,0.82,0.1,4.4,-2.85272,-49.14227
2023/01/04 17:02:00,AQUA_M-T,Brasil,PARÁ,URUARÁ,Amazônia,0,0.66,0.02,12.5,-3.23884,-53.95684
2023/01/04 18:38:00,AQUA_M-T,Brasil,ACRE,RODRIGUES ALVES,Amazônia,2,0.56,0.01,14.1,-7.75291,-72.90574
2023/01/05 17:45:00,AQUA_M-T,Brasil,AMAZONAS,UARINI,Amazônia,1,8.93,0.0,10.3,-3.11321,-65.22227
2023/01/05 17:45:00,AQUA_M-T,Brasil,AMAZONAS,COARI,Amazônia,1,8.16,0.0,11.4,-3.83598,-63.4945
2023/01/06 16:49:00,AQUA_M-T,Brasil,PARÁ,RONDON DO PARÁ,Amazônia,0,0.1,0.01,24.8,-4.15897,-48.71735
2023/01/06 16:49:00,AQUA_M-T,Brasil,PARÁ,OURÉM,Amazônia,1,0.5,0.05,16.7,-1.49343,-47.14843
2023/01/06 16:49:00,AQUA_M-T,Brasil,PARÁ,VISEU,Amazônia,1,0.65,0.24,7.0,-1.39032,-46.4948
2023/01/06 16:49:00,AQUA_M-T,Brasil,PARÁ,SANTA IZABEL DO PARÁ,Amazônia,1,0.0,0.01,9.4,-1.43962,-48.05715
2023/01/06 16:49:00,AQUA_M-T,Brasil,PARÁ,SANTA LUZIA DO PARÁ,Amazônia,0,0.17,0.45,14.6,-1.47514,-46.95718
2023/01/06 16:49:00,AQUA_M-T,Brasil,PARÁ,OURÉM,Amazônia,1,0.47,0.21,15.3,-1.49212,-47.13935
2023/01/06 16:49:00,AQUA_M-T,Brasil,PARÁ,CASTANHAL,Amazônia,1,0.0,0.01,25.3,-1.38007,-48.02275
2023/01/06 16:49:00,AQUA_M-T,Brasil,PARÁ,SANTA IZABEL DO PARÁ,Amazônia,2,0.0,0.01,13.9,-1.37778,-48.07255
2023/01/06 16:49:00,AQUA_M-T,Brasil,PARÁ,SANTA LUZIA DO PARÁ,Amazônia,1,0.0,0.16,5.9,-1.33259,-47.0545
2023/01/06 16:49:00,AQUA_M-T,Brasil,PARÁ,SANTA IZABEL DO PARÁ,Amazônia,2,0.0,0.01,18.1,-1.37637,-48.06282
2023/01/06 16:49:00,AQUA_M-T,Brasil,MARANHÃO,CARUTAPERA,Amazônia,2,0.0,0.14,8.9,-1.26328,-46.06638
2023/01/06 16:49:00,AQUA_M-T,Brasil,PARÁ,OURÉM,Amazônia,0,0.64,0.52,25.8,-1.53071,-47.0875
2023/01/06 16:49:00,AQUA_M-T,Brasil,PARÁ,SÃO MIGUEL DO GUAMÁ,Amazônia,2,0.13,0.06,13.2,-1.49818,-47.8272
2023/01/06 16:49:00,AQUA_M-T,Brasil,PARÁ,OURÉM,Amazônia,0,0.51,0.04,14.8,-1.50639,-47.17443
2023/01/06 16:49:00,AQUA_M-T,Brasil,PARÁ,BUJARU,Amazônia,0,0.2,0.09,6.7,-1.57675,-48.24199
2023/01/06 16:49:00,AQUA_M-T,Brasil,MARANHÃO,BACURI,Amazônia,6,0.2,0.23,17.8,-1.67196,-45.13438
2023/01/06 16:49:00,AQUA_M-T,Brasil,PARÁ,BUJARU,Amazônia,0,0.1,0.0,7.7,-1.69183,-48.19854
2023/01/06 16:49:00,AQUA_M-T,Brasil,PARÁ,CAPITÃO POÇO,Amazônia,0,2.83,0.08,11.6,-1.74796,-47.00109
2023/01/06 16:49:00,AQUA_M-T,Brasil,MARANHÃO,TURIAÇU,Amazônia,4,0.0,0.58,17.3,-1.77604,-45.66396
2023/01/06 16:49:00,AQUA_M-T,Brasil,PARÁ,PARAGOMINAS,Amazônia,0,2.89,0.13,22.9,-3.05569,-46.94025
2023/01/06 16:49:00,AQUA_M-T,Brasil,PARÁ,VISEU,Amazônia,2,0.0,0.21,40.5,-1.15407,-46.13326
2023/01/06 16:49:00,AQUA_M-T,Brasil,PARÁ,CAPANEMA,Amazônia,1,0.0,0.53,6.3,-1.14503,-47.1585
2023/01/06 16:49:00,AQUA_M-T,Brasil,PARÁ,MARAPANIM,Amazônia,1,0.0,0.04,10.4,-0.7197,-47.72888
2023/01/06 16:49:00,AQUA_M-T,Brasil,PARÁ,MARAPANIM,Amazônia,2,0.0,0.03,5.4,-0.68703,-47.74874
2023/01/06 16:49:00,AQUA_M-T,Brasil,PARÁ,CASTANHAL,Amazônia,2,0.0,0.2,7.6,-1.10601,-47.90411
2023/01/06 16:49:00,AQUA_M-T,Brasil,PARÁ,CAPITÃO POÇO,Amazônia,3,2.91,0.03,21.6,-2.3545,-47.25019
2023/01/06 16:49:00,AQUA_M-T,Brasil,MARANHÃO,CENTRO NOVO DO MARANHÃO,Amazônia,3,0.05,0.02,10.8,-3.04053,-46.25468
2023/01/06 16:49:00,AQUA_M-T,Brasil,PARÁ,MARAPANIM,Amazônia,2,0.0,0.04,10.1,-0.71174,-47.72615
2023/01/06 16:49:00,AQUA_M-T,Brasil,MARANHÃO,PRESIDENTE SARNEY,Amazônia,3,0.1,1.0,7.4,-2.6037,-45.39981
2023/01/06 16:49:00,AQUA_M-T,Brasil,PARÁ,MARAPANIM,Amazônia,2,0.0,0.03,5.4,-0.7131,-47.73546
2023/01/06 16:49:00,AQUA_M-T,Brasil,PARÁ,SÃO JOÃO DE PIRABAS,Amazônia,1,0.0,0.4,18.0,-0.77875,-47.30067
2023/01/06 16:49:00,AQUA_M-T,Brasil,PARÁ,SÃO JOÃO DE PIRABAS,Amazônia,1,0.0,0.05,16.4,-0.78006,-47.30976
2023/01/06 16:49:00,AQUA_M-T,Brasil,PARÁ,ANAPU,Amazônia,0,1.77,0.02,20.4,-3.05219,-51.57607
2023/01/06 16:49:00,AQUA_M-T,Brasil,PARÁ,SÃO JOÃO DE PIRABAS,Amazônia,0,0.0,0.43,5.9,-0.84562,-47.25748
2023/01/06 16:49:00,AQUA_M-T,Brasil,PARÁ,PRIMAVERA,Amazônia,0,0.0,0.08,16.7,-0.96359,-47.11391
2023/01/06 16:49:00,AQUA_M-T,Brasil,MARANHÃO,CARUTAPERA,Amazônia,2,0.0,0.28,18.8,-1.26199,-46.05748
2023/01/06 16:49:00,AQUA_M-T,Brasil,PARÁ,BRAGANÇA,Amazônia,-999,0.0,1.0,14.6,-1.01608,-46.78003
2023/01/06 16:49:00,AQUA_M-T,Brasil,PARÁ,MOJU,Amazônia,0,0.0,0.02,12.2,-2.96667,-49.52098
2023/01/06 16:49:00,AQUA_M-T,Brasil,PARÁ,PRIMAVERA,Amazônia,1,0.0,0.06,14.8,-0.99468,-47.2017
2023/01/06 16:49:00,AQUA_M-T,Brasil,PARÁ,BRAGANÇA,Amazônia,-999,0.0,0.8,19.1,-1.01737,-46.78896
2023/01/06 16:49:00,AQUA_M-T,Brasil,PARÁ,BRAGANÇA,Amazônia,2,0.0,0.08,8.1,-1.09443,-46.74401
2023/01/06 16:49:00,AQUA_M-T,Brasil,PARÁ,BRAGANÇA,Amazônia,2,0.0,0.39,24.9,-1.10473,-46.81544
2023/01/06 16:49:00,AQUA_M-T,Brasil,PARÁ,MOJU,Amazônia,0,0.0,0.02,12.4,-2.93902,-49.54983
2023/01/06 16:49:00,AQUA_M-T,Brasil,PARÁ,CAPITÃO POÇO,Amazônia,3,2.94,0.17,30.4,-2.35318,-47.24096
2023/01/06 16:49:00,AQUA_M-T,Brasil,PARÁ,AUGUSTO CORRÊA,Amazônia,2,0.3,0.15,9.5,-1.24999,-46.54555
2023/01/06 16:49:00,AQUA_M-T,Brasil,PARÁ,MOJU,Amazônia,0,0.0,0.05,10.7,-2.96842,-49.53318
2023/01/06 16:49:00,AQUA_M-T,Brasil,MARANHÃO,TURIAÇU,Amazônia,5,0.0,0.26,10.5,-1.83768,-45.63926
2023/01/06 16:49:00,AQUA_M-T,Brasil,PARÁ,IRITUIA,Amazônia,1,0.71,0.03,7.6,-1.76244,-47.41577
2023/01/06 16:49:00,AQUA_M-T,Brasil,PARÁ,SÃO DOMINGOS DO CAPIM,Amazônia,1,0.12,0.01,11.5,-1.80672,-47.85173
2023/01/06 16:49:00,AQUA_M-T,Brasil,PARÁ,MONTE ALEGRE,Amazônia,1,0.0,0.06,80.7,-1.8458,-54.15025
2023/01/06 16:49:00,AQUA_M-T,Brasil,PARÁ,MONTE ALEGRE,Amazônia,1,0.0,0.07,106.1,-1.84592,-54.14553
2023/01/06 16:49:00,AQUA_M-T,Brasil,PARÁ,MOJU,Amazônia,1,0.74,0.0,9.1,-1.86949,-48.48976
2023/01/06 16:49:00,AQUA_M-T,Brasil,PARÁ,GARRAFÃO DO NORTE,Amazônia,1,4.8,0.14,10.9,-1.96425,-47.09673
2023/01/06 16:49:00,AQUA_M-T,Brasil,MARANHÃO,GOVERNADOR NUNES FREIRE,Amazônia,1,0.31,1.0,5.2,-1.95859,-45.71645
2023/01/06 16:49:00,AQUA_M-T,Brasil,PARÁ,MONTE ALEGRE,Amazônia,2,0.6,0.06,120.1,-2.07318,-54.4649
2023/01/06 16:49:00,AQUA_M-T,Brasil,PARÁ,SÃO DOMINGOS DO CAPIM,Amazônia,2,1.99,0.0,17.5,-2.17829,-47.94166
2023/01/06 16:49:00,AQUA_M-T,Brasil,PARÁ,SÃO DOMINGOS DO CAPIM,Amazônia,2,2.04,0.0,9.3,-2.17969,-47.95141
2023/01/06 16:49:00,AQUA_M-T,Brasil,MARANHÃO,MARANHÃOZINHO,Amazônia,2,0.0,1.0,16.4,-2.1927,-45.80003
2023/01/06 16:49:00,AQUA_M-T,Brasil,PARÁ,GARRAFÃO DO NORTE,Amazônia,2,7.04,0.03,16.3,-2.19096,-47.13572
2023/01/06 16:49:00,AQUA_M-T,Brasil,MARANHÃO,PRESIDENTE MÉDICI,Amazônia,2,0.0,1.0,72.3,-2.20164,-45.79873
2023/01/06 16:49:00,AQUA_M-T,Brasil,MARANHÃO,MARANHÃOZINHO,Amazônia,2,0.0,1.0,14.9,-2.20293,-45.80763
2023/01/06 16:49:00,AQUA_M-T,Brasil,PARÁ,MOJU,Amazônia,1,0.76,0.0,12.5,-2.29483,-48.82347
2023/01/06 16:49:00,AQUA_M-T,Brasil,PARÁ,MOJU,Amazônia,1,0.61,0.01,14.5,-2.29638,-48.83434
2023/01/06 16:49:00,AQUA_M-T,Brasil,AMAPÁ,PORTO GRANDE,Amazônia,1,0.0,0.08,15.4,0.59174,-51.50555
2023/01/06 16:49:00,AQUA_M-T,Brasil,MARANHÃO,GOVERNADOR NUNES FREIRE,Amazônia,2,0.15,1.0,15.4,-2.17178,-45.72784
