DataHora,Satelite,Pais,Estado,Municipio,Bioma,DiaSemChuva,Precipitacao,RiscoFogo,FRP,Latitude,Longitude
2022/01/01 18:13:00,AQUA_M-T,Brasil,RONDÔNIA,GUAJARÁ-MIRIM,Amazônia,8,0.2,0.2,11.8,-11.73219,-64.88873
2022/01/01 18:13:00,AQUA_M-T,Brasil,RONDÔNIA,GUAJARÁ-MIRIM,Amazônia,8,0.1,0.6,12.0,-11.72939,-64.88394
2022/01/01 18:13:00,AQUA_M-T,Brasil,ACRE,XAPURI,Amazônia,7,0.0,0.0,5.5,-10.97156,-68.33749
2022/01/01 18:15:00,AQUA_M-T,Brasil,RONDÔNIA,NOVA MAMORÉ,Amazônia,3,0.0,0.1,23.2,-10.14938,-65.11926
2022/01/01 18:15:00,AQUA_M-T,Brasil,AMAZONAS,BOCA DO ACRE,Amazônia,4,0.4,0.0,6.7,-9.05768,-67.50098
2022/01/01 18:15:00,AQUA_M-T,Brasil,AMAZONAS,LÁBREA,Amazônia,5,0.0,0.0,6.3,-9.03222,-65.93735
2022/01/01 18:15:00,AQUA_M-T,Brasil,AMAZONAS,LÁBREA,Amazônia,4,0.0,0.0,10.7,-9.25052,-65.99835
2022/01/01 18:15:00,AQUA_M-T,Brasil,AMAZONAS,CANUTAMA,Amazônia,3,0.3,0.0,10.4,-7.50954,-63.74274
2022/01/01 18:17:00,AQUA_M-T,Brasil,RORAIMA,PACARAIMA,Amazônia,3,0.1,0.4,75.2,3.63268,-60.73129
2022/01/02 17:17:00,AQUA_M-T,Brasil,MATO GROSSO,FELIZ NATAL,Amazônia,2,0.0,0.0,6.3,-12.19388,-54.74796
2022/01/02 17:17:00,AQUA_M-T,Brasil,MATO GROSSO,DENISE,Amazônia,3,0.0,0.0,11.3,-14.80352,-56.98025
2022/01/02 17:17:00,AQUA_M-T,Brasil,MATO GROSSO,FELIZ NATAL,Amazônia,3,0.0,0.0,8.2,-11.94497,-54.02968
2022/01/02 17:17:00,AQUA_M-T,Brasil,MATO GROSSO,PORTO DOS GAÚCHOS,Amazônia,3,0.0,0.0,14.6,-11.49256,-57.23581
2022/01/02 17:17:00,AQUA_M-T,Brasil,MATO GROSSO,PARANATINGA,Amazônia,4,0.1,0.0,7.4,-13.2653,-54.13572
2022/01/02 17:17:00,AQUA_M-T,Brasil,MATO GROSSO,CANARANA,Amazônia,0,0.0,0.0,5.3,-12.8392,-52.69452
2022/01/02 17:17:00,AQUA_M-T,Brasil,MATO GROSSO,PORTO DOS GAÚCHOS,Amazônia,3,0.0,0.0,10.6,-11.85049,-56.18016
2022/01/02 17:17:00,AQUA_M-T,Brasil,MATO GROSSO,ITANHANGÁ,Amazônia,3,0.0,0.2,16.7,-12.22417,-56.98682
2022/01/02 17:17:00,AQUA_M-T,Brasil,MATO GROSSO,NOVA MARINGÁ,Amazônia,3,0.0,0.1,11.5,-12.65657,-56.94658
2022/01/02 17:17:00,AQUA_M-T,Brasil,MATO GROSSO,MATUPÁ,Amazônia,2,2.7,0.0,4.7,-10.37763,-54.52121
2022/01/02 17:17:00,AQUA_M-T,Brasil,MATO GROSSO,ITAÚBA,Amazônia,3,0.1,0.0,4.7,-10.95032,-55.32689
2022/01/02 17:17:00,AQUA_M-T,Brasil,MATO GROSSO,FELIZ NATAL,Amazônia,0,0.1,0.0,12.6,-12.65626,-55.04523
2022/01/02 17:17:00,AQUA_M-T,Brasil,MATO GROSSO,SORRISO,Amazônia,3,0.9,0.0,12.3,-11.91695,-55.82345
2022/01/02 17:17:00,AQUA_M-T,Brasil,MATO GROSSO,COMODORO,Amazônia,2,0.0,0.0,24.3,-13.99083,-60.33597
2022/01/02 17:21:00,AQUA_M-T,Brasil,RORAIMA,NORMANDIA,Amazônia,3,0.0,0.9,20.7,3.73526,-60.30415
2022/01/02 17:21:00,AQUA_M-T,Brasil,RORAIMA,NORMANDIA,Amazônia,3,0.0,1.0,7.8,3.87766,-60.31973
2022/01/02 17:21:00,AQUA_M-T,Brasil,RORAIMA,NORMANDIA,Amazônia,3,0.0,0.9,9.5,3.89287,-60.3584
2022/01/02 17:21:00,AQUA_M-T,Brasil,RORAIMA,BONFIM,Amazônia,3,0.0,0.7,9.2,2.89803,-60.2412
2022/01/02 17:21:00,AQUA_M-T,Brasil,RORAIMA,AMAJARI,Amazônia,3,0.0,0.0,11.2,3.62879,-61.53394
