T2M,RH2M,WS2M,fecha,municipio_norm,uf
25.13,94.75,0.11,2023-03-24,ABAETETUBA,PA
25.35,93.72,0.03,2023-03-25,ABAETETUBA,PA
25.77,91.97,0.11,2023-03-26,ABAETETUBA,PA
25.8,92.14,0.11,2023-03-27,ABAETETUBA,PA
25.74,91.99,0.07,2023-03-28,ABAETETUBA,PA
25.11,94.84,0.1,2023-03-29,ABAETETUBA,PA
26.15,92.48,0.06,2023-03-30,ABAETETUBA,PA
25.76,93.79,0.08,2023-03-31,ABAETETUBA,PA
24.8,93.78,0.11,2023-04-01,ABAETETUBA,PA
25.0,93.24,0.07,2023-04-02,ABAETETUBA,PA
24.66,95.27,0.19,2023-04-03,ABAETETUBA,PA
25.24,92.42,0.16,2023-04-04,ABAETETUBA,PA
25.26,94.93,0.05,2023-04-05,ABAETETUBA,PA
25.4,93.73,0.07,2023-04-06,ABAETETUBA,PA
25.17,95.24,0.06,2023-04-07,ABAETETUBA,PA
26.35,91.1,0.04,2023-04-08,ABAETETUBA,PA
25.76,94.77,0.07,2023-04-09,ABAETETUBA,PA
26.46,90.05,0.17,2023-04-10,ABAETETUBA,PA
26.15,90.77,0.11,2023-04-11,ABAETETUBA,PA
26.56,90.09,0.06,2023-04-12,ABAETETUBA,PA
26.29,93.43,0.09,2023-04-13,ABAETETUBA,PA
26.72,91.74,0.08,2023-04-14,ABAETETUBA,PA
26.21,93.63,0.1,2023-04-15,ABAETETUBA,PA
25.79,92.01,0.12,2023-04-16,ABAETETUBA,PA
26.25,92.22,0.05,2023-04-17,ABAETETUBA,PA
25.74,94.1,0.06,2023-04-18,ABAETETUBA,PA
25.56,93.3,0.05,2023-04-19,ABAETETUBA,PA
26.33,89.56,0.06,2023-04-20,ABAETETUBA,PA
26.72,90.41,0.12,2023-04-21,ABAETETUBA,PA
26.68,91.09,0.13,2023-04-22,ABAETETUBA,PA
26.38,90.95,0.24,2023-04-23,ABAETETUBA,PA
25.69,92.23,0.07,2023-04-24,ABAETETUBA,PA
26.31,89.18,0.13,2023-04-25,ABAETETUBA,PA
25.78,96.04,0.19,2023-04-26,ABAETETUBA,PA
25.31,96.66,0.09,2023-04-27,ABAETETUBA,PA
26.11,91.06,0.16,2023-04-28,ABAETETUBA,PA
26.55,91.69,0.08,2023-04-29,ABAETETUBA,PA
26.28,92.45,0.07,2023-04-30,ABAETETUBA,PA
26.17,92.04,0.09,2023-05-01,ABAETETUBA,PA
25.72,94.36,0.14,2023-05-02,ABAETETUBA,PA
25.35,95.4,0.17,2023-05-03,ABAETETUBA,PA
25.68,93.2,0.05,2023-05-04,ABAETETUBA,PA
26.54,91.41,0.08,2023-05-05,ABAETETUBA,PA
27.21,90.37,0.06,2023-05-06,ABAETETUBA,PA
27.25,89.63,0.08,2023-05-07,ABAETETUBA,PA
27.39,89.21,0.05,2023-05-08,ABAETETUBA,PA
26.02,91.21,0.13,2023-05-09,ABAETETUBA,PA
26.21,93.89,0.09,2023-05-10,ABAETETUBA,PA
26.09,95.64,0.05,2023-05-11,ABAETETUBA,PA
26.17,91.97,0.11,2023-05-12,ABAETETUBA,PA
26.36,93.63,0.14,2023-05-13,ABAETETUBA,PA
26.92,93.56,0.09,2023-05-14,ABAETETUBA,PA
26.65,94.75,0.17,2023-05-15,ABAETETUBA,PA
26.57,94.76,0.1,2023-05-16,ABAETETUBA,PA
26.56,94.72,0.17,2023-05-17,ABAETETUBA,PA
25.94,94.22,0.14,2023-05-18,ABAETETUBA,PA
26.1,95.42,0.12,2023-05-19,ABAETETUBA,PA
26.48,93.89,0.09,2023-05-20,ABAETETUBA,PA
26.5,95.11,0.06,2023-05-21,ABAETETUBA,PA
26.85,92.58,0.1,2023-05-22,ABAETETUBA,PA
27.33,91.16,0.12,2023-05-23,ABAETETUBA,PA
26.32,96.01,0.11,2023-05-24,ABAETETUBA,PA
26.56,92.71,0.06,2023-05-25,ABAETETUBA,PA
26.86,91.99,0.14,2023-05-26,ABAETETUBA,PA
26.74,95.05,0.08,2023-05-27,ABAETETUBA,PA
26.61,94.32,0.07,2023-05-28,ABAETETUBA,PA
26.0,95.54,0.15,2023-05-29,ABAETETUBA,PA
25.73,95.18,0.1,2023-05-30,ABAETETUBA,PA
26.54,92.27,0.13,2023-05-31,ABAETETUBA,PA
26.48,93.58,0.13,2023-06-01,ABAETETUBA,PA
26.62,93.2,0.14,2023-06-02,ABAETETUBA,PA
25.53,98.32,0.08,2023-06-03,ABAETETUBA,PA
26.09,93.54,0.15,2023-06-04,ABAETETUBA,PA
26.03,92.42,0.07,2023-06-05,ABAETETUBA,PA
25.88,93.97,0.06,2023-06-06,ABAETETUBA,PA
26.43,93.03,0.08,2023-06-07,ABAETETUBA,PA
26.71,92.55,0.09,2023-06-08,ABAETETUBA,PA
27.15,91.37,0.07,2023-06-09,ABAETETUBA,PA
26.77,92.97,0.07,2023-06-10,ABAETETUBA,PA
26.74,90.38,0.07,2023-06-11,ABAETETUBA,PA
26.79,92.75,0.06,2023-06-12,ABAETETUBA,PA
26.4,93.83,0.07,2023-06-13,ABAETETUBA,PA
26.18,93.18,0.06,2023-06-14,ABAETETUBA,PA
26.53,89.99,0.18,2023-06-15,ABAETETUBA,PA
26.68,90.26,0.14,2023-06-16,ABAETETUBA,PA
26.24,94.51,0.18,2023-06-17,ABAETETUBA,PA
26.16,91.86,0.12,2023-06-18,ABAETETUBA,PA
26.11,93.28,0.13,2023-06-19,ABAETETUBA,PA
26.43,92.21,0.08,2023-06-20,ABAETETUBA,PA
26.16,91.83,0.09,2023-06-21,ABAETETUBA,PA
26.32,92.0,0.06,2023-06-22,ABAETETUBA,PA
26.41,89.85,0.08,2023-06-23,ABAETETUBA,PA
25.95,89.82,0.11,2023-06-24,ABAETETUBA,PA
26.26,90.84,0.19,2023-06-25,ABAETETUBA,PA
26.02,90.58,0.16,2023-06-26,ABAETETUBA,PA
25.98,91.15,0.11,2023-06-27,ABAETETUBA,PA
26.28,90.41,0.06,2023-06-28,ABAETETUBA,PA
26.61,89.69,0.11,2023-06-29,ABAETETUBA,PA
26.64,91.92,0.09,2023-06-30,ABAETETUBA,PA
26.46,92.17,0.07,2023-07-01,ABAETETUBA,PA
26.59,90.45,0.09,2023-07-02,ABAETETUBA,PA
26.65,90.26,0.1,2023-07-03,ABAETETUBA,PA
26.89,89.82,0.14,2023-07-04,ABAETETUBA,PA
26.81,91.6,0.2,2023-07-05,ABAETETUBA,PA
26.33,89.73,0.12,2023-07-06,ABAETETUBA,PA
26.26,90.23,0.12,2023-07-07,ABAETETUBA,PA
26.39,90.63,0.12,2023-07-08,ABAETETUBA,PA
26.64,91.47,0.13,2023-07-09,ABAETETUBA,PA
26.6,91.81,0.08,2023-07-10,ABAETETUBA,PA
26.04,92.8,0.1,2023-07-11,ABAETETUBA,PA
26.4,92.17,0.07,2023-07-12,ABAETETUBA,PA
26.73,90.54,0.07,2023-07-13,ABAETETUBA,PA
26.84,90.66,0.08,2023-07-14,ABAETETUBA,PA
26.78,91.51,0.07,2023-07-15,ABAETETUBA,PA
26.51,90.84,0.08,2023-07-16,ABAETETUBA,PA
26.59,90.67,0.09,2023-07-17,ABAETETUBA,PA
26.46,90.56,0.11,2023-07-18,ABAETETUBA,PA
26.32,91.28,0.1,2023-07-19,ABAETETUBA,PA
26.36,91.23,0.14,2023-07-20,ABAETETUBA,PA
25.81,89.66,0.1,2023-07-21,ABAETETUBA,PA
25.67,89.79,0.06,2023-07-22,ABAETETUBA,PA
25.88,90.63,0.14,2023-07-23,ABAETETUBA,PA
26.4,88.96,0.26,2023-07-24,ABAETETUBA,PA
26.45,89.14,0.17,2023-07-25,ABAETETUBA,PA
26.54,89.11,0.13,2023-07-26,ABAETETUBA,PA
26.49,89.44,0.07,2023-07-27,ABAETETUBA,PA
26.42,90.24,0.14,2023-07-28,ABAETETUBA,PA
26.64,89.24,0.08,2023-07-29,ABAETETUBA,PA
26.99,89.32,0.08,2023-07-30,ABAETETUBA,PA
26.81,90.54,0.06,2023-07-31,ABAETETUBA,PA
26.77,90.91,0.1,2023-08-01,ABAETETUBA,PA
26.15,92.11,0.12,2023-08-02,ABAETETUBA,PA
26.4,89.11,0.13,2023-08-03,ABAETETUBA,PA
26.53,89.38,0.07,2023-08-04,ABAETETUBA,PA
26.85,88.62,0.08,2023-08-05,ABAETETUBA,PA
26.87,88.82,0.06,2023-08-06,ABAETETUBA,PA
27.06,88.98,0.1,2023-08-07,ABAETETUBA,PA
27.16,92.15,0.06,2023-08-08,ABAETETUBA,PA
26.74,92.31,0.06,2023-08-09,ABAETETUBA,PA
25.6,92.67,0.08,2023-08-10,ABAETETUBA,PA
26.16,90.03,0.09,2023-08-11,ABAETETUBA,PA
26.36,89.33,0.08,2023-08-12,ABAETETUBA,PA
26.53,88.04,0.1,2023-08-13,ABAETETUBA,PA
26.78,87.27,0.11,2023-08-14,ABAETETUBA,PA
26.87,87.1,0.1,2023-08-15,ABAETETUBA,PA
27.1,84.63,0.07,2023-08-16,ABAETETUBA,PA
27.19,84.09,0.07,2023-08-17,ABAETETUBA,PA
26.92,83.63,0.09,2023-08-18,ABAETETUBA,PA
27.04,83.06,0.08,2023-08-19,ABAETETUBA,PA
27.25,83.31,0.08,2023-08-20,ABAETETUBA,PA
27.81,82.36,0.07,2023-08-21,ABAETETUBA,PA
27.84,81.16,0.08,2023-08-22,ABAETETUBA,PA
27.7,78.65,0.08,2023-08-23,ABAETETUBA,PA
27.8,76.08,0.07,2023-08-24,ABAETETUBA,PA
28.2,76.22,0.06,2023-08-25,ABAETETUBA,PA
28.52,74.58,0.06,2023-08-26,ABAETETUBA,PA
28.64,73.88,0.06,2023-08-27,ABAETETUBA,PA
28.69,72.42,0.07,2023-08-28,ABAETETUBA,PA
28.66,73.1,0.07,2023-08-29,ABAETETUBA,PA
28.87,71.6,0.07,2023-08-30,ABAETETUBA,PA
29.18,70.52,0.07,2023-08-31,ABAETETUBA,PA
29.2,68.57,0.07,2023-09-01,ABAETETUBA,PA
28.56,68.03,0.08,2023-09-02,ABAETETUBA,PA
28.38,71.01,0.07,2023-09-03,ABAETETUBA,PA
28.76,74.21,0.07,2023-09-04,ABAETETUBA,PA
29.46,68.97,0.07,2023-09-05,ABAETETUBA,PA
29.93,66.06,0.06,2023-09-06,ABAETETUBA,PA
29.55,67.38,0.07,2023-09-07,ABAETETUBA,PA
29.31,68.68,0.07,2023-09-08,ABAETETUBA,PA
29.29,71.62,0.06,2023-09-09,ABAETETUBA,PA
29.74,70.08,0.07,2023-09-10,ABAETETUBA,PA
29.79,68.9,0.07,2023-09-11,ABAETETUBA,PA
29.33,68.36,0.07,2023-09-12,ABAETETUBA,PA
29.63,66.09,0.07,2023-09-13,ABAETETUBA,PA
29.98,67.4,0.06,2023-09-14,ABAETETUBA,PA
30.25,67.66,0.06,2023-09-15,ABAETETUBA,PA
30.59,63.08,0.07,2023-09-16,ABAETETUBA,PA
30.27,61.64,0.07,2023-09-17,ABAETETUBA,PA
30.58,61.11,0.06,2023-09-18,ABAETETUBA,PA
31.08,58.76,0.05,2023-09-19,ABAETETUBA,PA
30.74,62.72,0.05,2023-09-20,ABAETETUBA,PA
29.75,71.57,0.06,2023-09-21,ABAETETUBA,PA
27.99,80.14,0.06,2023-09-22,ABAETETUBA,PA
29.31,67.1,0.06,2023-09-23,ABAETETUBA,PA
30.74,60.98,0.06,2023-09-24,ABAETETUBA,PA
31.01,58.65,0.07,2023-09-25,ABAETETUBA,PA
31.44,58.11,0.06,2023-09-26,ABAETETUBA,PA
31.29,58.24,0.06,2023-09-27,ABAETETUBA,PA
30.83,57.59,0.07,2023-09-28,ABAETETUBA,PA
31.12,56.18,0.07,2023-09-29,ABAETETUBA,PA
31.65,56.62,0.06,2023-09-30,ABAETETUBA,PA
31.38,59.57,0.06,2023-10-01,ABAETETUBA,PA
31.36,59.8,0.07,2023-10-02,ABAETETUBA,PA
32.01,55.9,0.08,2023-10-03,ABAETETUBA,PA
30.99,59.57,0.07,2023-10-04,ABAETETUBA,PA
31.4,57.88,0.07,2023-10-05,ABAETETUBA,PA
31.65,53.69,0.07,2023-10-06,ABAETETUBA,PA
31.7,56.49,0.07,2023-10-07,ABAETETUBA,PA
30.54,65.13,0.07,2023-10-08,ABAETETUBA,PA
30.88,61.77,0.06,2023-10-09,ABAETETUBA,PA
31.55,57.79,0.07,2023-10-10,ABAETETUBA,PA
30.31,65.44,0.07,2023-10-11,ABAETETUBA,PA
30.08,66.14,0.06,2023-10-12,ABAETETUBA,PA
31.31,58.42,0.06,2023-10-13,ABAETETUBA,PA
31.96,55.32,0.06,2023-10-14,ABAETETUBA,PA
31.53,56.84,0.06,2023-10-15,ABAETETUBA,PA
30.25,66.15,0.06,2023-10-16,ABAETETUBA,PA
27.29,82.59,0.06,2023-10-17,ABAETETUBA,PA
27.78,78.99,0.06,2023-10-18,ABAETETUBA,PA
30.36,65.17,0.07,2023-10-19,ABAETETUBA,PA
31.43,59.49,0.07,2023-10-20,ABAETETUBA,PA
30.36,68.3,0.06,2023-10-21,ABAETETUBA,PA
30.68,65.08,0.07,2023-10-22,ABAETETUBA,PA
30.06,64.4,0.07,2023-10-23,ABAETETUBA,PA
28.23,75.19,0.05,2023-10-24,ABAETETUBA,PA
30.41,59.98,0.07,2023-10-25,ABAETETUBA,PA
30.64,56.8,0.08,2023-10-26,ABAETETUBA,PA
31.35,56.8,0.07,2023-10-27,ABAETETUBA,PA
31.19,57.36,0.07,2023-10-28,ABAETETUBA,PA
31.31,57.86,0.07,2023-10-29,ABAETETUBA,PA
29.85,64.91,0.06,2023-10-30,ABAETETUBA,PA
31.32,56.91,0.06,2023-10-31,ABAETETUBA,PA
30.86,61.75,0.07,2023-11-01,ABAETETUBA,PA
30.05,64.34,0.07,2023-11-02,ABAETETUBA,PA
30.77,61.45,0.06,2023-11-03,ABAETETUBA,PA
29.7,71.83,0.06,2023-11-04,ABAETETUBA,PA
29.65,69.07,0.06,2023-11-05,ABAETETUBA,PA
29.23,73.91,0.06,2023-11-06,ABAETETUBA,PA
29.76,66.37,0.06,2023-11-07,ABAETETUBA,PA
30.86,57.99,0.07,2023-11-08,ABAETETUBA,PA
30.86,62.53,0.06,2023-11-09,ABAETETUBA,PA
30.21,67.21,0.07,2023-11-10,ABAETETUBA,PA
30.3,63.01,0.07,2023-11-11,ABAETETUBA,PA
31.01,56.32,0.07,2023-11-12,ABAETETUBA,PA
31.47,55.64,0.07,2023-11-13,ABAETETUBA,PA
31.51,56.43,0.07,2023-11-14,ABAETETUBA,PA
31.14,61.42,0.08,2023-11-15,ABAETETUBA,PA
30.41,66.95,0.07,2023-11-16,ABAETETUBA,PA
30.13,63.9,0.07,2023-11-17,ABAETETUBA,PA
30.2,64.25,0.06,2023-11-18,ABAETETUBA,PA
28.18,71.41,0.08,2023-11-19,ABAETETUBA,PA
28.98,72.85,0.07,2023-11-20,ABAETETUBA,PA
29.78,70.98,0.05,2023-11-21,ABAETETUBA,PA
28.89,74.43,0.07,2023-11-22,ABAETETUBA,PA
27.87,75.68,0.06,2023-11-23,ABAETETUBA,PA
30.13,61.42,0.07,2023-11-24,ABAETETUBA,PA
30.24,63.23,0.06,2023-11-25,ABAETETUBA,PA
28.46,77.61,0.04,2023-11-26,ABAETETUBA,PA
28.56,75.88,0.09,2023-11-27,ABAETETUBA,PA
28.55,70.53,0.08,2023-11-28,ABAETETUBA,PA
29.63,66.04,0.07,2023-11-29,ABAETETUBA,PA
29.3,69.9,0.06,2023-11-30,ABAETETUBA,PA
28.73,75.26,0.06,2023-12-01,ABAETETUBA,PA
27.97,81.94,0.06,2023-12-02,ABAETETUBA,PA
27.96,79.24,0.07,2023-12-03,ABAETETUBA,PA
27.44,83.07,0.06,2023-12-04,ABAETETUBA,PA
26.48,87.69,0.08,2023-12-05,ABAETETUBA,PA
27.06,86.37,0.06,2023-12-06,ABAETETUBA,PA
28.07,83.55,0.08,2023-12-07,ABAETETUBA,PA
28.72,74.5,0.09,2023-12-08,ABAETETUBA,PA
29.49,72.12,0.08,2023-12-09,ABAETETUBA,PA
28.37,77.8,0.07,2023-12-10,ABAETETUBA,PA
27.25,85.54,0.07,2023-12-11,ABAETETUBA,PA
28.12,79.39,0.07,2023-12-12,ABAETETUBA,PA
28.37,78.4,0.06,2023-12-13,ABAETETUBA,PA
27.77,82.05,0.06,2023-12-14,ABAETETUBA,PA
28.28,79.57,0.08,2023-12-15,ABAETETUBA,PA
28.79,75.79,0.07,2023-12-16,ABAETETUBA,PA
29.43,72.59,0.06,2023-12-17,ABAETETUBA,PA
28.13,76.76,0.06,2023-12-18,ABAETETUBA,PA
27.98,80.13,0.05,2023-12-19,ABAETETUBA,PA
27.31,81.29,0.08,2023-12-20,ABAETETUBA,PA
27.28,85.02,0.07,2023-12-21,ABAETETUBA,PA
27.99,83.86,0.09,2023-12-22,ABAETETUBA,PA
27.23,87.25,0.06,2023-12-23,ABAETETUBA,PA
28.4,77.29,0.06,2023-12-24,ABAETETUBA,PA
27.89,80.85,0.06,2023-12-25,ABAETETUBA,PA
27.49,82.61,0.05,2023-12-26,ABAETETUBA,PA
27.46,87.98,0.12,2023-12-27,ABAETETUBA,PA
27.79,86.65,0.07,2023-12-28,ABAETETUBA,PA
26.98,91.06,0.06,2023-12-29,ABAETETUBA,PA
27.35,89.72,0.06,2023-12-30,ABAETETUBA,PA
26.99,89.77,0.08,2023-12-31,ABAETETUBA,PA
26.48,91.96,0.05,2024-01-01,ABAETETUBA,PA
26.96,90.13,0.06,2024-01-02,ABAETETUBA,PA
26.0,93.34,0.06,2024-01-03,ABAETETUBA,PA
26.46,92.95,0.09,2024-01-04,ABAETETUBA,PA
27.02,91.67,0.06,2024-01-05,ABAETETUBA,PA
26.62,93.25,0.05,2024-01-06,ABAETETUBA,PA
26.46,88.74,0.06,2024-01-07,ABAETETUBA,PA
25.92,93.59,0.1,2024-01-08,ABAETETUBA,PA
26.97,89.1,0.07,2024-01-09,ABAETETUBA,PA
27.01,90.33,0.06,2024-01-10,ABAETETUBA,PA
26.34,93.11,0.06,2024-01-11,ABAETETUBA,PA
25.65,93.78,0.05,2024-01-12,ABAETETUBA,PA
26.01,93.84,0.05,2024-01-13,ABAETETUBA,PA
25.9,90.49,0.08,2024-01-14,ABAETETUBA,PA
26.59,90.55,0.09,2024-01-15,ABAETETUBA,PA
27.12,89.8,0.06,2024-01-16,ABAETETUBA,PA
27.44,86.97,0.07,2024-01-17,ABAETETUBA,PA
27.2,88.74,0.06,2024-01-18,ABAETETUBA,PA
26.75,90.23,0.05,2024-01-19,ABAETETUBA,PA
26.96,91.18,0.06,2024-01-20,ABAETETUBA,PA
27.27,90.15,0.06,2024-01-21,ABAETETUBA,PA
27.51,88.95,0.06,2024-01-22,ABAETETUBA,PA
27.44,88.93,0.06,2024-01-23,ABAETETUBA,PA
27.36,90.28,0.06,2024-01-24,ABAETETUBA,PA
27.15,91.82,0.06,2024-01-25,ABAETETUBA,PA
26.74,93.08,0.06,2024-01-26,ABAETETUBA,PA
26.49,92.5,0.1,2024-01-27,ABAETETUBA,PA
26.08,89.23,0.12,2024-01-28,ABAETETUBA,PA
26.53,90.81,0.07,2024-01-29,ABAETETUBA,PA
26.64,88.67,0.07,2024-01-30,ABAETETUBA,PA
27.1,90.79,0.07,2024-01-31,ABAETETUBA,PA
27.18,92.96,0.06,2024-02-01,ABAETETUBA,PA
26.22,95.14,0.08,2024-02-02,ABAETETUBA,PA
26.79,89.61,0.13,2024-02-03,ABAETETUBA,PA
27.42,87.92,0.07,2024-02-04,ABAETETUBA,PA
27.34,90.21,0.09,2024-02-05,ABAETETUBA,PA
27.16,90.76,0.07,2024-02-06,ABAETETUBA,PA
27.36,90.32,0.07,2024-02-07,ABAETETUBA,PA
27.51,86.88,0.07,2024-02-08,ABAETETUBA,PA
27.29,88.41,0.06,2024-02-09,ABAETETUBA,PA
26.03,97.38,0.05,2024-02-10,ABAETETUBA,PA
26.95,88.67,0.15,2024-02-11,ABAETETUBA,PA
27.06,89.04,0.08,2024-02-12,ABAETETUBA,PA
25.74,93.51,0.09,2024-02-13,ABAETETUBA,PA
26.44,88.45,0.12,2024-02-14,ABAETETUBA,PA
26.93,90.77,0.06,2024-02-15,ABAETETUBA,PA
26.95,91.45,0.06,2024-02-16,ABAETETUBA,PA
27.05,91.54,0.07,2024-02-17,ABAETETUBA,PA
26.84,94.01,0.07,2024-02-18,ABAETETUBA,PA
26.41,94.01,0.07,2024-02-19,ABAETETUBA,PA
25.55,93.87,0.06,2024-02-20,ABAETETUBA,PA
25.6,92.34,0.06,2024-02-21,ABAETETUBA,PA
25.54,91.28,0.07,2024-02-22,ABAETETUBA,PA
25.56,90.52,0.06,2024-02-23,ABAETETUBA,PA
26.13,91.38,0.12,2024-02-24,ABAETETUBA,PA
25.95,91.82,0.15,2024-02-25,ABAETETUBA,PA
25.71,92.06,0.09,2024-02-26,ABAETETUBA,PA
26.03,91.55,0.05,2024-02-27,ABAETETUBA,PA
25.33,94.13,0.05,2024-02-28,ABAETETUBA,PA
26.03,91.93,0.05,2024-02-29,ABAETETUBA,PA
26.29,92.02,0.1,2024-03-01,ABAETETUBA,PA
26.27,94.61,0.05,2024-03-02,ABAETETUBA,PA
26.2,93.98,0.1,2024-03-03,ABAETETUBA,PA
25.92,92.99,0.17,2024-03-04,ABAETETUBA,PA
26.33,90.14,0.14,2024-03-05,ABAETETUBA,PA
27.26,90.32,0.08,2024-03-06,ABAETETUBA,PA
27.35,93.02,0.06,2024-03-07,ABAETETUBA,PA
27.37,92.05,0.06,2024-03-08,ABAETETUBA,PA
27.22,91.5,0.09,2024-03-09,ABAETETUBA,PA
26.78,94.59,0.14,2024-03-10,ABAETETUBA,PA
26.81,93.57,0.06,2024-03-11,ABAETETUBA,PA
27.13,94.54,0.06,2024-03-12,ABAETETUBA,PA
27.51,92.19,0.06,2024-03-13,ABAETETUBA,PA
27.05,94.14,0.06,2024-03-14,ABAETETUBA,PA
26.94,95.2,0.06,2024-03-15,ABAETETUBA,PA
26.23,97.52,0.08,2024-03-16,ABAETETUBA,PA
27.23,92.37,0.06,2024-03-17,ABAETETUBA,PA
27.17,92.35,0.1,2024-03-18,ABAETETUBA,PA
26.4,96.5,0.06,2024-03-19,ABAETETUBA,PA
26.14,95.07,0.05,2024-03-20,ABAETETUBA,PA
26.21,94.72,0.06,2024-03-21,ABAETETUBA,PA
26.4,94.11,0.05,2024-03-22,ABAETETUBA,PA
26.17,93.47,0.07,2024-03-23,ABAETETUBA,PA
26.43,93.38,0.08,2024-03-24,ABAETETUBA,PA
26.47,94.44,0.13,2024-03-25,ABAETETUBA,PA
26.28,93.66,0.07,2024-03-26,ABAETETUBA,PA
25.95,91.57,0.1,2024-03-27,ABAETETUBA,PA
27.6,89.7,0.07,2024-03-28,ABAETETUBA,PA
25.66,96.56,0.06,2024-03-29,ABAETETUBA,PA
25.94,90.82,0.1,2024-03-30,ABAETETUBA,PA
26.81,91.49,0.07,2024-03-31,ABAETETUBA,PA
27.34,90.31,0.1,2024-04-01,ABAETETUBA,PA
26.85,94.79,0.15,2024-04-02,ABAETETUBA,PA
26.23,96.13,0.11,2024-04-03,ABAETETUBA,PA
26.34,90.9,0.1,2024-04-04,ABAETETUBA,PA
26.68,94.31,0.12,2024-04-05,ABAETETUBA,PA
27.25,91.16,0.16,2024-04-06,ABAETETUBA,PA
25.66,95.62,0.18,2024-04-07,ABAETETUBA,PA
26.26,91.68,0.07,2024-04-08,ABAETETUBA,PA
26.45,95.48,0.05,2024-04-09,ABAETETUBA,PA
26.68,93.32,0.08,2024-04-10,ABAETETUBA,PA
27.27,91.85,0.06,2024-04-11,ABAETETUBA,PA
26.49,95.27,0.06,2024-04-12,ABAETETUBA,PA
26.38,96.24,0.07,2024-04-13,ABAETETUBA,PA
25.94,97.61,0.05,2024-04-14,ABAETETUBA,PA
26.91,91.64,0.11,2024-04-15,ABAETETUBA,PA
27.79,91.18,0.07,2024-04-16,ABAETETUBA,PA
27.03,95.5,0.06,2024-04-17,ABAETETUBA,PA
26.93,93.93,0.11,2024-04-18,ABAETETUBA,PA
26.85,93.17,0.21,2024-04-19,ABAETETUBA,PA
26.55,95.46,0.14,2024-04-20,ABAETETUBA,PA
26.89,93.1,0.07,2024-04-21,ABAETETUBA,PA
25.9,95.2,0.06,2024-04-22,ABAETETUBA,PA
26.66,92.67,0.07,2024-04-23,ABAETETUBA,PA
27.04,92.12,0.07,2024-04-24,ABAETETUBA,PA
26.5,96.09,0.11,2024-04-25,ABAETETUBA,PA
26.61,91.78,0.09,2024-04-26,ABAETETUBA,PA
26.38,93.96,0.05,2024-04-27,ABAETETUBA,PA
26.6,92.15,0.05,2024-04-28,ABAETETUBA,PA
27.04,91.08,0.06,2024-04-29,ABAETETUBA,PA
26.79,93.79,0.06,2024-04-30,ABAETETUBA,PA
26.9,93.03,0.08,2024-05-01,ABAETETUBA,PA
26.95,92.97,0.07,2024-05-02,ABAETETUBA,PA
27.47,92.64,0.06,2024-05-03,ABAETETUBA,PA
26.79,94.91,0.05,2024-05-04,ABAETETUBA,PA
27.16,92.73,0.06,2024-05-05,ABAETETUBA,PA
27.14,94.45,0.07,2024-05-06,ABAETETUBA,PA
27.33,93.57,0.1,2024-05-07,ABAETETUBA,PA
27.85,90.76,0.13,2024-05-08,ABAETETUBA,PA
27.2,94.55,0.06,2024-05-09,ABAETETUBA,PA
27.21,94.26,0.06,2024-05-10,ABAETETUBA,PA
26.96,95.47,0.08,2024-05-11,ABAETETUBA,PA
26.76,92.26,0.09,2024-05-12,ABAETETUBA,PA
27.45,90.57,0.09,2024-05-13,ABAETETUBA,PA
27.45,93.58,0.1,2024-05-14,ABAETETUBA,PA
27.12,93.68,0.06,2024-05-15,ABAETETUBA,PA
26.54,94.64,0.08,2024-05-16,ABAETETUBA,PA
26.47,95.12,0.08,2024-05-17,ABAETETUBA,PA
25.97,96.7,0.09,2024-05-18,ABAETETUBA,PA
25.96,93.79,0.09,2024-05-19,ABAETETUBA,PA
26.89,91.23,0.07,2024-05-20,ABAETETUBA,PA
27.46,92.47,0.08,2024-05-21,ABAETETUBA,PA
27.57,92.7,0.08,2024-05-22,ABAETETUBA,PA
27.41,91.81,0.1,2024-05-23,ABAETETUBA,PA
27.81,90.44,0.07,2024-05-24,ABAETETUBA,PA
27.1,94.24,0.05,2024-05-25,ABAETETUBA,PA
26.94,95.62,0.13,2024-05-26,ABAETETUBA,PA
26.75,94.59,0.08,2024-05-27,ABAETETUBA,PA
27.48,90.68,0.21,2024-05-28,ABAETETUBA,PA
27.43,91.83,0.12,2024-05-29,ABAETETUBA,PA
27.05,94.76,0.07,2024-05-30,ABAETETUBA,PA
26.88,94.54,0.06,2024-05-31,ABAETETUBA,PA
27.14,93.83,0.09,2024-06-01,ABAETETUBA,PA
26.87,93.69,0.07,2024-06-02,ABAETETUBA,PA
27.01,93.17,0.06,2024-06-03,ABAETETUBA,PA
27.12,92.21,0.08,2024-06-04,ABAETETUBA,PA
27.37,91.01,0.11,2024-06-05,ABAETETUBA,PA
26.86,92.82,0.09,2024-06-06,ABAETETUBA,PA
26.87,93.22,0.06,2024-06-07,ABAETETUBA,PA
26.43,95.95,0.1,2024-06-08,ABAETETUBA,PA
26.88,92.79,0.05,2024-06-09,ABAETETUBA,PA
26.11,94.31,0.06,2024-06-10,ABAETETUBA,PA
26.57,92.71,0.07,2024-06-11,ABAETETUBA,PA
26.97,90.33,0.07,2024-06-12,ABAETETUBA,PA
27.06,90.57,0.08,2024-06-13,ABAETETUBA,PA
26.75,92.64,0.06,2024-06-14,ABAETETUBA,PA
26.69,90.08,0.09,2024-06-15,ABAETETUBA,PA
