id_alerta,gid,classname,view_date,publish_month,sensor,satellite,municipality,mun_geocod,uf,lat,lon,area_ha,areauckm,dentro_area_protegida,uc,score_riesgo,Nivel_Riesgo_Amenaza,municipio_norm,num_incendios_7d_previo,frp_total_7d_previo,precipitacion_promedio_7d_previo,dias_sin_lluvia_promedio_7d_previo,riesgo_fuego_promedio_7d_previo,pm10_reanalise_7d_previo,pm2_5_reanalise_7d_previo,o3_reanalise_7d_previo,no2_reanalise_7d_previo,co_reanalise_7d_previo,so2_reanalise_7d_previo,T2M_7d_previo,RH2M_7d_previo,WS2M_7d_previo
14825,21177_hist,DESMATAMENTO_CR,2022-01-01,2022-01-01,WFI,AMAZONIA-1,Manoel Urbano,1200344,AC,-9.010940912962663,-69.3385072913171,18.28,0.0,0,,4,Moderado,MANOEL URBANO,0.0,0.0,,,,21.66,16.38,10.06,0.07,0.11,0.01,26.35,90.55,0.0
15607,94782_hist,DESMATAMENTO_CR,2022-01-01,2022-01-01,WFI,AMAZONIA-1,Sena Madureira,1200500,AC,-9.09095586510041,-68.8945682648767,23.83,0.2383,1,RESERVA EXTRATIVISTA DO CAZUMBÁ-IRACEMA,7,Crítico,SENA MADUREIRA,0.0,0.0,,,,22.32,17.07,11.4,0.07,0.11,0.02,26.75,87.22,0.02
10765,21159_hist,DESMATAMENTO_CR,2022-01-01,2022-01-01,WFI,CBERS-4A,Porto Velho,1100205,RO,-9.866011315803762,-64.90380471792386,42.370000000000005,0.0,0,,5,Alto,PORTO VELHO,0.0,0.0,,,,18.13,14.24,15.99,0.18,0.12,0.15,25.7,95.07,0.07
41620,21150_hist,DESMATAMENTO_CR,2022-01-01,2022-01-01,WFI,CBERS-4A,Boca do Acre,1300706,AM,-9.411924410135953,-67.37136862443896,11.65,0.0,0,,4,Moderado,BOCA DO ACRE,1.0,6.7,0.4,4.0,0.0,21.23,16.61,15.93,0.08,0.11,0.02,26.9,88.55,0.02
9017,21157_hist,DESMATAMENTO_CR,2022-01-01,2022-01-01,WFI,CBERS-4A,Porto Velho,1100205,RO,-9.69502120888447,-65.71310077130146,17.11,0.0,0,,4,Moderado,PORTO VELHO,0.0,0.0,,,,18.13,14.24,15.99,0.18,0.12,0.15,25.7,95.07,0.07
40486,21188_hist,DESMATAMENTO_CR,2022-01-01,2022-01-01,WFI,CBERS-4A,Porto Velho,1100205,RO,-8.732699257822453,-62.3926324235453,37.03,0.0,0,,5,Alto,PORTO VELHO,0.0,0.0,,,,18.13,14.24,15.99,0.18,0.12,0.15,25.7,95.07,0.07
37687,21158_hist,DESMATAMENTO_CR,2022-01-01,2022-01-01,WFI,CBERS-4A,Porto Velho,1100205,RO,-9.813822664416207,-64.98296190150904,19.45,0.0,0,,5,Alto,PORTO VELHO,0.0,0.0,,,,18.13,14.24,15.99,0.18,0.12,0.15,25.7,95.07,0.07
36132,21175_hist,DESMATAMENTO_CR,2022-01-01,2022-01-01,WFI,CBERS-4A,Candeias do Jamari,1100809,RO,-9.328503183561343,-63.45315736286743,6.98,0.0,0,,3,Moderado,CANDEIAS DO JAMARI,0.0,0.0,,,,18.23,14.31,15.88,0.21,0.12,0.15,25.48,95.05,0.02
6199,21174_hist,DESMATAMENTO_CR,2022-01-01,2022-01-01,WFI,CBERS-4A,Candeias do Jamari,1100809,RO,-9.34642012049956,-63.471696416091554,41.71,0.0,0,,5,Alto,CANDEIAS DO JAMARI,0.0,0.0,,,,18.23,14.31,15.88,0.21,0.12,0.15,25.48,95.05,0.02
40557,21192_hist,DESMATAMENTO_CR,2022-01-01,2022-01-01,WFI,CBERS-4A,Porto Velho,1100205,RO,-8.706390636726054,-62.45376053499007,15.509999999999998,0.0,0,,4,Moderado,PORTO VELHO,0.0,0.0,,,,18.13,14.24,15.99,0.18,0.12,0.15,25.7,95.07,0.07
11101,21137_hist,DEGRADACAO,2022-01-01,2022-01-01,WFI,AMAZONIA-1,Manoel Urbano,1200344,AC,-8.768873306494248,-69.4064344398744,15.17,0.0,0,,3,Moderado,MANOEL URBANO,0.0,0.0,,,,21.66,16.38,10.06,0.07,0.11,0.01,26.35,90.55,0.0
44437,21163_hist,DESMATAMENTO_CR,2022-01-01,2022-01-01,WFI,AMAZONIA-1,Sena Madureira,1200500,AC,-9.073102935897309,-68.94005954899336,14.74,0.0,0,,4,Moderado,SENA MADUREIRA,0.0,0.0,,,,22.32,17.07,11.4,0.07,0.11,0.02,26.75,87.22,0.02
3472,21237_hist,DESMATAMENTO_CR,2022-01-03,2022-01-01,AWFI,CBERS-4,Rorainopolis,1400472,RR,0.7932384600818825,-60.51321182034606,18.31,0.0,0,,4,Moderado,RORAINOPOLIS,0.0,0.0,,,,22.15,17.966666666666665,32.25666666666667,0.06,0.1166666666666666,0.0266666666666666,25.736666666666668,87.46333333333332,0.06666666666666667
12185,21250_hist,DESMATAMENTO_CR,2022-01-03,2022-01-01,AWFI,CBERS-4,Caracarai,1400209,RR,1.492191842234869,-60.64509264024913,8.94,0.0,0,,3,Moderado,CARACARAI,0.0,0.0,,,,20.05333333333333,16.19333333333333,32.376666666666665,0.1233333333333333,0.1233333333333333,0.0533333333333333,25.836666666666662,82.95333333333333,0.03666666666666667
18388,21235_hist,DESMATAMENTO_CR,2022-01-03,2022-01-01,AWFI,CBERS-4,Rorainopolis,1400472,RR,0.7762983590445959,-60.6298713546199,23.46,0.0,0,,5,Alto,RORAINOPOLIS,0.0,0.0,,,,22.15,17.966666666666665,32.25666666666667,0.06,0.1166666666666666,0.0266666666666666,25.736666666666668,87.46333333333332,0.06666666666666667
2905,21208_hist,DESMATAMENTO_CR,2022-01-03,2022-01-01,WFI,AMAZONIA-1,Santa Cruz do Xingu,5107743,MT,-10.122472668254098,-52.08539296842273,13.900000000000002,0.0,0,,4,Moderado,SANTA CRUZ DO XINGU,0.0,0.0,,,,12.706666666666669,9.503333333333332,15.136666666666663,0.1533333333333333,0.1333333333333333,0.0166666666666666,24.326666666666668,92.84333333333332,0.03
9769,21213_hist,DESMATAMENTO_CR,2022-01-03,2022-01-01,WFI,AMAZONIA-1,Marcelandia,5105580,MT,-11.017378848677124,-54.26624376923888,10.33,0.0,0,,4,Moderado,MARCELANDIA,0.0,0.0,,,,11.946666666666664,9.11,15.01,0.3866666666666666,0.1333333333333333,0.04,24.353333333333335,93.00999999999999,0.016666666666666666
46356,21204_hist,DESMATAMENTO_CR,2022-01-03,2022-01-01,WFI,AMAZONIA-1,Sao Felix do Araguaia,5107859,MT,-11.40135710422754,-52.02593900753315,6.99,0.0,0,,3,Moderado,SAO FELIX DO ARAGUAIA,0.0,0.0,,,,17.396666666666665,13.123333333333337,14.65,0.4866666666666666,0.1366666666666667,0.0266666666666666,24.366666666666664,93.47666666666667,0.01
44391,21206_hist,DESMATAMENTO_CR,2022-01-03,2022-01-01,WFI,AMAZONIA-1,Porto Alegre do Norte,5106778,MT,-10.943215602549508,-52.13344773307722,16.29,0.0,0,,4,Moderado,PORTO ALEGRE DO NORTE,0.0,0.0,,,,14.633333333333333,10.99,14.446666666666667,0.33,0.1333333333333333,0.0266666666666666,24.776666666666667,92.77999999999999,0.0033333333333333335
23885,21242_hist,DESMATAMENTO_CR,2022-01-03,2022-01-01,AWFI,CBERS-4,Rorainopolis,1400472,RR,0.8448559330178521,-60.302555479460594,33.81,0.0,0,,5,Alto,RORAINOPOLIS,0.0,0.0,,,,22.15,17.966666666666665,32.25666666666667,0.06,0.1166666666666666,0.0266666666666666,25.736666666666668,87.46333333333332,0.06666666666666667
3254,21243_hist,DEGRADACAO,2022-01-03,2022-01-01,AWFI,CBERS-4,Caracarai,1400209,RR,1.0965055347336805,-60.58793223126954,33.11,0.0,0,,4,Moderado,CARACARAI,0.0,0.0,,,,20.05333333333333,16.19333333333333,32.376666666666665,0.1233333333333333,0.1233333333333333,0.0533333333333333,25.836666666666662,82.95333333333333,0.03666666666666667
40959,21207_hist,DESMATAMENTO_CR,2022-01-03,2022-01-01,WFI,AMAZONIA-1,Porto Alegre do Norte,5106778,MT,-10.532083017705068,-52.139219417218406,16.56,0.0,0,,4,Moderado,PORTO ALEGRE DO NORTE,0.0,0.0,,,,14.633333333333333,10.99,14.446666666666667,0.33,0.1333333333333333,0.0266666666666666,24.776666666666667,92.77999999999999,0.0033333333333333335
11519,21244_hist,DESMATAMENTO_CR,2022-01-03,2022-01-01,AWFI,CBERS-4,Caracarai,1400209,RR,1.3398877517146748,-60.67484610415218,12.740000000000002,0.0,0,,4,Moderado,CARACARAI,0.0,0.0,,,,20.05333333333333,16.19333333333333,32.376666666666665,0.1233333333333333,0.1233333333333333,0.0533333333333333,25.836666666666662,82.95333333333333,0.03666666666666667
1742,109713_hist,DESMATAMENTO_CR,2022-01-04,2022-01-01,WFI,AMAZONIA-1,Rorainopolis,1400472,RR,0.9126359652140776,-60.57443154339394,13.7,0.0,0,,4,Moderado,RORAINOPOLIS,4.0,105.3,0.0,4.0,0.0,21.0,16.7975,33.3325,0.13,0.1175,0.05,25.68,86.8125,0.0825
47946,21284_hist,DESMATAMENTO_CR,2022-01-04,2022-01-01,WFI,AMAZONIA-1,Xapuri,1200708,AC,-10.536692274634142,-68.53674157852211,11.87,0.0,0,,4,Moderado,XAPURI,4.0,65.2,0.0,5.666666666666666,0.0666666666666666,28.6625,22.61,12.0975,0.12,0.1225,0.0475,26.237499999999997,87.5,0.0
46740,21295_hist,DESMATAMENTO_CR,2022-01-04,2022-01-01,AWFI,CBERS-4,Peixoto de Azevedo,5106422,MT,-9.929295305024642,-53.75965690631651,45.23,0.0,0,,5,Alto,PEIXOTO DE AZEVEDO,0.0,0.0,,,,11.42,8.685,17.2675,0.3975,0.1275,0.0425,23.87,93.5775,0.017499999999999998
14296,21304_hist,DESMATAMENTO_CR,2022-01-04,2022-01-01,WFI,AMAZONIA-1,Costa Marques,1100080,RO,-12.341520982491012,-64.05354281159372,13.69,0.0,0,,4,Moderado,COSTA MARQUES,3.0,61.7,0.0,3.333333333333333,0.4666666666666666,23.16,18.365,15.3825,0.085,0.1225,0.0225,28.085,75.15,0.5875
4082,21276_hist,DESMATAMENTO_CR,2022-01-04,2022-01-01,WFI,AMAZONIA-1,Rorainopolis,1400472,RR,0.9347929205857832,-60.52258195496758,24.37,0.0,0,,5,Alto,RORAINOPOLIS,4.0,105.3,0.0,4.0,0.0,21.0,16.7975,33.3325,0.13,0.1175,0.05,25.68,86.8125,0.0825
31092,21320_hist,DESMATAMENTO_CR,2022-01-04,2022-01-01,WFI,AMAZONIA-1,Boca do Acre,1300706,AM,-8.960317926710538,-68.73250284323507,14.24,0.0,0,,4,Moderado,BOCA DO ACRE,1.0,6.7,0.4,4.0,0.0,29.082500000000003,23.505,17.1025,0.07,0.1225,0.02,25.935,92.595,0.02
8683,21266_hist,DESMATAMENTO_CR,2022-01-04,2022-01-01,WFI,AMAZONIA-1,Rorainopolis,1400472,RR,0.7760275166651794,-60.6327895729778,15.63,0.0,0,,4,Moderado,RORAINOPOLIS,4.0,105.3,0.0,4.0,0.0,21.0,16.7975,33.3325,0.13,0.1175,0.05,25.68,86.8125,0.0825
33673,21262_hist,DESMATAMENTO_CR,2022-01-04,2022-01-01,WFI,AMAZONIA-1,Canta,1400175,RR,2.1569818007068977,-60.82160373516925,18.51,0.0,0,,4,Moderado,CANTA,0.0,0.0,,,,20.005000000000003,15.7575,38.66,0.2925,0.1175,0.1025,27.5175,66.08,0.05
34975,21305_hist,DESMATAMENTO_CR,2022-01-04,2022-01-01,WFI,AMAZONIA-1,Rorainopolis,1400472,RR,0.9068249379268384,-60.52178779016264,8.74,0.0,0,,3,Moderado,RORAINOPOLIS,4.0,105.3,0.0,4.0,0.0,21.0,16.7975,33.3325,0.13,0.1175,0.05,25.68,86.8125,0.0825
9639,21287_hist,DESMATAMENTO_CR,2022-01-04,2022-01-01,WFI,AMAZONIA-1,Boca do Acre,1300706,AM,-9.24597015575811,-68.01879134794238,7.1,0.0,0,,3,Moderado,BOCA DO ACRE,1.0,6.7,0.4,4.0,0.0,29.082500000000003,23.505,17.1025,0.07,0.1225,0.02,25.935,92.595,0.02
7237,21288_hist,DESMATAMENTO_CR,2022-01-04,2022-01-01,WFI,AMAZONIA-1,Boca do Acre,1300706,AM,-9.225016584442576,-68.17168564708481,8.0,0.0,0,,3,Moderado,BOCA DO ACRE,1.0,6.7,0.4,4.0,0.0,29.082500000000003,23.505,17.1025,0.07,0.1225,0.02,25.935,92.595,0.02
37382,21261_hist,DESMATAMENTO_CR,2022-01-04,2022-01-01,WFI,AMAZONIA-1,Iracema,1400282,RR,2.1695382519901245,-61.30671151809078,9.1,0.0,0,,3,Moderado,IRACEMA,0.0,0.0,,,,18.8875,15.0,34.635,0.2025,0.12,0.075,24.63,84.3725,0.0075
2064,135913_hist,MINERACAO,2022-01-05,2022-01-01,AWFI,CBERS-4,Japura,1302108,AM,-2.1234288459771693,-68.30800100204942,16.53,0.1653,1,ESTAÇÃO ECOLÓGICA JUAMI-JAPURÁ,6,Crítico,JAPURA,1.0,8.3,0.0,1.0,0.0,24.412,19.868,14.274,0.05,0.128,0.014,26.254,92.102,0.074
37751,21298_hist,DESMATAMENTO_CR,2022-01-05,2022-01-01,WFI,AMAZONIA-1,Apui,1300144,AM,-7.2611925342516335,-59.53098576764896,11.98,0.0,0,,4,Moderado,APUI,0.0,0.0,,,,19.47,15.256,14.382,0.0839999999999999,0.128,0.01,25.192,92.604,0.04
36793,21302_hist,DESMATAMENTO_CR,2022-01-05,2022-01-01,WFI,AMAZONIA-1,Apui,1300144,AM,-6.840016897951609,-59.05535758834998,16.7,0.0,0,,4,Moderado,APUI,0.0,0.0,,,,19.47,15.256,14.382,0.0839999999999999,0.128,0.01,25.192,92.604,0.04
32284,21314_hist,DESMATAMENTO_CR,2022-01-05,2022-01-01,WFI,AMAZONIA-1,Sao Felix do Xingu,1507300,PA,-6.37804821055865,-52.2284974910457,25.040000000000003,0.0,0,,5,Alto,SAO FELIX DO XINGU,0.0,0.0,,,,10.956,8.006,19.194,0.128,0.124,0.016,24.538,90.39200000000001,0.172
17523,21493_hist,DESMATAMENTO_CR,2022-01-06,2022-01-01,AWFI,CBERS-4,Pimenteiras do Oeste,1101468,RO,-13.475451796299568,-60.97206203698434,9.63,0.0,0,,3,Moderado,PIMENTEIRAS DO OESTE,0.0,0.0,,,,18.383333333333333,14.511666666666663,15.815,0.1183333333333333,0.1233333333333333,0.0316666666666666,25.918333333333333,90.36833333333334,0.165
40518,21379_hist,DESMATAMENTO_CR,2022-01-06,2022-01-01,AWFI,CBERS-4,Candeias do Jamari,1100809,RO,-8.71438377694532,-62.84279901572854,53.620000000000005,0.0,0,,6,Crítico,CANDEIAS DO JAMARI,0.0,0.0,,,,24.065,19.15833333333333,15.541666666666666,0.2883333333333333,0.125,0.1783333333333333,25.271666666666665,95.66000000000001,0.06666666666666667
40532,21481_hist,DESMATAMENTO_CR,2022-01-06,2022-01-01,AWFI,CBERS-4,Aripuana,5101407,MT,-10.470616768751777,-59.44564494450933,233.26,0.0,0,,6,Crítico,ARIPUANA,0.0,0.0,,,,16.271666666666665,12.651666666666666,13.485,0.1083333333333333,0.1283333333333333,0.01,24.83,93.73333333333333,0.05666666666666667
39028,21414_hist,DESMATAMENTO_CR,2022-01-06,2022-01-01,AWFI,CBERS-4,Machadinho D'oeste,1100130,RO,-9.253493235899995,-62.23608241286796,8.95,0.0,0,,3,Moderado,MACHADINHO D'OESTE,0.0,0.0,,,,20.561666666666667,16.348333333333333,14.825,0.165,0.125,0.0333333333333333,25.209999999999997,95.59166666666665,0.08833333333333333
10201,21375_hist,DESMATAMENTO_CR,2022-01-06,2022-01-01,AWFI,CBERS-4,Candeias do Jamari,1100809,RO,-8.768096507445723,-62.87879035402024,25.51,0.0,0,,5,Alto,CANDEIAS DO JAMARI,0.0,0.0,,,,24.065,19.15833333333333,15.541666666666666,0.2883333333333333,0.125,0.1783333333333333,25.271666666666665,95.66000000000001,0.06666666666666667
3379,21408_hist,DESMATAMENTO_CR,2022-01-06,2022-01-01,AWFI,CBERS-4,Parecis,1101450,RO,-12.144853534532404,-61.58214955453965,8.43,0.0,0,,3,Moderado,PARECIS,0.0,0.0,,,,18.69,14.79,16.548333333333332,0.305,0.125,0.065,25.246666666666666,90.07,0.03
10958,21443_hist,DESMATAMENTO_CR,2022-01-06,2022-01-01,AWFI,CBERS-4,Colniza,5103254,MT,-9.161188937992248,-59.37847601250926,11.62,0.0,0,,4,Moderado,COLNIZA,0.0,0.0,,,,16.41333333333333,12.71,13.336666666666666,0.0816666666666666,0.1283333333333333,0.005,24.816666666666666,94.915,0.065
17650,21347_hist,DESMATAMENTO_CR,2022-01-06,2022-01-01,AWFI,CBERS-4,Monte Negro,1101401,RO,-10.18689106577868,-63.38732560844408,57.69,0.0,0,,6,Crítico,MONTE NEGRO,0.0,0.0,,,,22.70833333333333,18.11,15.821666666666667,0.33,0.125,0.0783333333333333,25.03833333333333,95.16833333333334,0.021666666666666667
32189,21435_hist,DESMATAMENTO_CR,2022-01-06,2022-01-01,AWFI,CBERS-4,Colniza,5103254,MT,-9.230186541951324,-59.526487163517714,57.63,0.0,0,,6,Crítico,COLNIZA,0.0,0.0,,,,16.41333333333333,12.71,13.336666666666666,0.0816666666666666,0.1283333333333333,0.005,24.816666666666666,94.915,0.065
2241,109933_hist,DESMATAMENTO_CR,2022-01-06,2022-01-01,AWFI,CBERS-4,Comodoro,5103304,MT,-13.987396881552389,-60.3186835024616,11.14,0.0,0,,4,Moderado,COMODORO,3.0,41.7,1.5750000000000002,1.0,0.0,16.09,12.635,16.021666666666665,0.2033333333333333,0.125,0.0233333333333333,24.698333333333334,88.35333333333334,0.03666666666666667
3055,21461_hist,DESMATAMENTO_CR,2022-01-06,2022-01-01,AWFI,CBERS-4,Apui,1300144,AM,-6.92922194726949,-59.22819789510039,41.27,0.0,0,,5,Alto,APUI,0.0,0.0,,,,19.606666666666666,15.303333333333333,13.276666666666667,0.1149999999999999,0.13,0.0083333333333333,25.145,92.85333333333334,0.06666666666666667
5121,21423_hist,DESMATAMENTO_CR,2022-01-06,2022-01-01,AWFI,CBERS-4,Apui,1300144,AM,-6.985594067831791,-59.29421731330741,35.099999999999994,0.0,0,,5,Alto,APUI,0.0,0.0,,,,19.606666666666666,15.303333333333333,13.276666666666667,0.1149999999999999,0.13,0.0083333333333333,25.145,92.85333333333334,0.06666666666666667
3013,21433_hist,DEGRADACAO,2022-01-06,2022-01-01,AWFI,CBERS-4,Porto Velho,1100205,RO,-8.643630524427985,-62.59794053652736,35.120000000000005,0.0,0,,4,Moderado,PORTO VELHO,1.0,22.0,0.4,0.0,0.1,24.16,19.23,15.641666666666667,0.2566666666666666,0.1233333333333333,0.1733333333333333,25.65833333333333,93.24333333333334,0.11833333333333333
26112,21452_hist,DESMATAMENTO_CR,2022-01-06,2022-01-01,AWFI,CBERS-4,Aripuana,5101407,MT,-10.412327496685002,-59.55651407211364,29.92,0.0,0,,5,Alto,ARIPUANA,0.0,0.0,,,,16.271666666666665,12.651666666666666,13.485,0.1083333333333333,0.1283333333333333,0.01,24.83,93.73333333333333,0.05666666666666667
20287,21405_hist,DESMATAMENTO_CR,2022-01-06,2022-01-01,AWFI,CBERS-4,Manicore,1302702,AM,-7.98004666848312,-61.54287371240776,12.86,0.0,0,,4,Moderado,MANICORE,0.0,0.0,,,,22.456666666666667,17.716666666666665,14.923333333333332,0.13,0.1266666666666666,0.2383333333333333,25.82166666666667,92.96166666666666,0.06166666666666667
15860,21418_hist,DESMATAMENTO_CR,2022-01-06,2022-01-01,AWFI,CBERS-4,Machadinho D'oeste,1100130,RO,-9.15785576122492,-62.185586967251936,12.77,0.0,0,,4,Moderado,MACHADINHO D'OESTE,0.0,0.0,,,,20.561666666666667,16.348333333333333,14.825,0.165,0.125,0.0333333333333333,25.209999999999997,95.59166666666665,0.08833333333333333
34448,21420_hist,DESMATAMENTO_CR,2022-01-06,2022-01-01,AWFI,CBERS-4,Ji-Parana,1100122,RO,-10.647611093081755,-61.74149331270485,10.48,0.0,0,,4,Moderado,JI-PARANA,0.0,0.0,,,,19.868333333333336,15.783333333333331,15.995,0.6666666666666666,0.1283333333333333,0.1,24.845,94.515,0.03
12757,21394_hist,DESMATAMENTO_CR,2022-01-06,2022-01-01,AWFI,CBERS-4,Manicore,1302702,AM,-7.912514418630707,-61.58413276034352,8.649999999999999,0.0,0,,3,Moderado,MANICORE,0.0,0.0,,,,22.456666666666667,17.716666666666665,14.923333333333332,0.13,0.1266666666666666,0.2383333333333333,25.82166666666667,92.96166666666666,0.06166666666666667
16966,21450_hist,DESMATAMENTO_CR,2022-01-06,2022-01-01,AWFI,CBERS-4,Colniza,5103254,MT,-9.190768015169905,-59.47195432484374,25.67,0.0,0,,5,Alto,COLNIZA,0.0,0.0,,,,16.41333333333333,12.71,13.336666666666666,0.0816666666666666,0.1283333333333333,0.005,24.816666666666666,94.915,0.065
5111,21355_hist,DESMATAMENTO_CR,2022-01-06,2022-01-01,AWFI,CBERS-4,Itapua do Oeste,1101104,RO,-9.443240613244916,-63.19470309718857,0.77,0.0,0,,3,Moderado,ITAPUA DO OESTE,0.0,0.0,,,,23.41,18.64833333333333,15.420000000000002,0.3883333333333333,0.1266666666666666,0.16,25.271666666666665,95.66000000000001,0.06666666666666667
17118,21326_hist,DESMATAMENTO_CR,2022-01-06,2022-01-01,AWFI,CBERS-4,Sao Francisco do Guapore,1101492,RO,-12.185071393613423,-63.51671153983924,25.24,0.0,0,,5,Alto,SAO FRANCISCO DO GUAPORE,1.0,32.9,1.4,4.0,0.3,23.21333333333333,18.44333333333333,15.198333333333332,0.0916666666666666,0.1233333333333333,0.035,26.168333333333333,89.29166666666667,0.6466666666666666
13674,21354_hist,DESMATAMENTO_CR,2022-01-06,2022-01-01,AWFI,CBERS-4,Alto Paraiso,1100403,RO,-9.45271453428903,-63.19480495424042,47.08,0.0,0,,5,Alto,ALTO PARAISO,0.0,0.0,,,,23.24,18.525,15.725,0.3999999999999999,0.1266666666666666,0.1266666666666666,25.241666666666664,94.96666666666665,0.049999999999999996
27128,21409_hist,DESMATAMENTO_CR,2022-01-06,2022-01-01,AWFI,CBERS-4,Porto Velho,1100205,RO,-8.586035561024438,-62.657250837119165,19.39,0.0,0,,5,Alto,PORTO VELHO,1.0,22.0,0.4,0.0,0.1,24.16,19.23,15.641666666666667,0.2566666666666666,0.1233333333333333,0.1733333333333333,25.65833333333333,93.24333333333334,0.11833333333333333
17091,21480_hist,DESMATAMENTO_CR,2022-01-06,2022-01-01,AWFI,CBERS-4,Presidente Figueiredo,1303536,AM,-1.526463721553306,-60.33188235565544,12.15,0.0,0,,4,Moderado,PRESIDENTE FIGUEIREDO,4.0,139.6,0.0,3.75,0.025,17.768333333333334,14.061666666666667,22.465,0.2583333333333333,0.1233333333333333,0.1483333333333333,25.930000000000003,90.71166666666666,0.155
5695,21415_hist,DESMATAMENTO_CR,2022-01-06,2022-01-01,AWFI,CBERS-4,Machadinho D'oeste,1100130,RO,-9.237988427147972,-62.19696950243155,21.05,0.0,0,,5,Alto,MACHADINHO D'OESTE,0.0,0.0,,,,20.561666666666667,16.348333333333333,14.825,0.165,0.125,0.0333333333333333,25.209999999999997,95.59166666666665,0.08833333333333333
14933,21479_hist,DESMATAMENTO_CR,2022-01-06,2022-01-01,AWFI,CBERS-4,Presidente Figueiredo,1303536,AM,-1.5319565589676134,-60.31396294724988,9.55,0.0,0,,3,Moderado,PRESIDENTE FIGUEIREDO,4.0,139.6,0.0,3.75,0.025,17.768333333333334,14.061666666666667,22.465,0.2583333333333333,0.1233333333333333,0.1483333333333333,25.930000000000003,90.71166666666666,0.155
30236,21329_hist,DESMATAMENTO_CR,2022-01-06,2022-01-01,AWFI,CBERS-4,Sao Francisco do Guapore,1101492,RO,-12.27319679868653,-63.543775627679246,22.68,0.0,0,,5,Alto,SAO FRANCISCO DO GUAPORE,1.0,32.9,1.4,4.0,0.3,23.21333333333333,18.44333333333333,15.198333333333332,0.0916666666666666,0.1233333333333333,0.035,26.168333333333333,89.29166666666667,0.6466666666666666
44148,21336_hist,DESMATAMENTO_CR,2022-01-06,2022-01-01,AWFI,CBERS-4,Candeias do Jamari,1100809,RO,-8.87188548798516,-63.00151348968005,7.77,0.0,0,,3,Moderado,CANDEIAS DO JAMARI,0.0,0.0,,,,24.065,19.15833333333333,15.541666666666666,0.2883333333333333,0.125,0.1783333333333333,25.271666666666665,95.66000000000001,0.06666666666666667
13208,21399_hist,DESMATAMENTO_CR,2022-01-06,2022-01-01,AWFI,CBERS-4,Porto Velho,1100205,RO,-8.334654018703942,-62.94154414203564,7.99,0.0,0,,3,Moderado,PORTO VELHO,1.0,22.0,0.4,0.0,0.1,24.16,19.23,15.641666666666667,0.2566666666666666,0.1233333333333333,0.1733333333333333,25.65833333333333,93.24333333333334,0.11833333333333333
37540,21462_hist,DESMATAMENTO_CR,2022-01-06,2022-01-01,AWFI,CBERS-4,Juara,5105101,MT,-10.384147950340378,-57.82859298213391,11.59,0.0,0,,4,Moderado,JUARA,0.0,0.0,,,,14.235,10.966666666666669,15.131666666666668,0.1933333333333333,0.125,0.02,24.546666666666667,91.22333333333334,0.041666666666666664
17766,21385_hist,DESMATAMENTO_CR,2022-01-06,2022-01-01,AWFI,CBERS-4,Candeias do Jamari,1100809,RO,-8.648183547971684,-62.85824284824825,37.27,0.0,0,,5,Alto,CANDEIAS DO JAMARI,0.0,0.0,,,,24.065,19.15833333333333,15.541666666666666,0.2883333333333333,0.125,0.1783333333333333,25.271666666666665,95.66000000000001,0.06666666666666667
44804,21486_hist,DESMATAMENTO_CR,2022-01-06,2022-01-01,AWFI,CBERS-4,Presidente Figueiredo,1303536,AM,-1.6027019787268422,-60.27226470628636,10.52,0.0,0,,4,Moderado,PRESIDENTE FIGUEIREDO,4.0,139.6,0.0,3.75,0.025,17.768333333333334,14.061666666666667,22.465,0.2583333333333333,0.1233333333333333,0.1483333333333333,25.930000000000003,90.71166666666666,0.155
4689,21477_hist,DESMATAMENTO_CR,2022-01-06,2022-01-01,AWFI,CBERS-4,Apui,1300144,AM,-6.889863761361605,-59.63219239149172,19.93,0.0,0,,5,Alto,APUI,0.0,0.0,,,,19.606666666666666,15.303333333333333,13.276666666666667,0.1149999999999999,0.13,0.0083333333333333,25.145,92.85333333333334,0.06666666666666667
39516,21454_hist,DESMATAMENTO_CR,2022-01-06,2022-01-01,AWFI,CBERS-4,Colniza,5103254,MT,-9.16698839490843,-59.38483371394269,14.16,0.0,0,,4,Moderado,COLNIZA,0.0,0.0,,,,16.41333333333333,12.71,13.336666666666666,0.0816666666666666,0.1283333333333333,0.005,24.816666666666666,94.915,0.065
3913,21398_hist,DESMATAMENTO_CR,2022-01-06,2022-01-01,AWFI,CBERS-4,Manicore,1302702,AM,-7.892108775901272,-61.68739382846073,10.34,0.0,0,,4,Moderado,MANICORE,0.0,0.0,,,,22.456666666666667,17.716666666666665,14.923333333333332,0.13,0.1266666666666666,0.2383333333333333,25.82166666666667,92.96166666666666,0.06166666666666667
30051,21360_hist,DESMATAMENTO_CR,2022-01-06,2022-01-01,AWFI,CBERS-4,Itapua do Oeste,1101104,RO,-9.30843677635397,-63.12606912873622,12.13,0.0,0,,4,Moderado,ITAPUA DO OESTE,0.0,0.0,,,,23.41,18.64833333333333,15.420000000000002,0.3883333333333333,0.1266666666666666,0.16,25.271666666666665,95.66000000000001,0.06666666666666667
