id_alerta,gid,classname,view_date,publish_month,sensor,satellite,municipality,mun_geocod,uf,lat,lon,area_ha,areauckm,dentro_area_protegida,uc,score_riesgo,Nivel_Riesgo_Amenaza,municipio_norm,num_incendios_7d_previo,frp_total_7d_previo,precipitacion_promedio_7d_previo,dias_sin_lluvia_promedio_7d_previo,riesgo_fuego_promedio_7d_previo,pm10_reanalise_7d_previo,pm2_5_reanalise_7d_previo,o3_reanalise_7d_previo,no2_reanalise_7d_previo,co_reanalise_7d_previo,so2_reanalise_7d_previo,T2M_7d_previo,RH2M_7d_previo,WS2M_7d_previo
4350,57299_hist,DESMATAMENTO_CR,2022-08-30,2022-08-01,WFI,AMAZONIA-1,Colniza,5103254,MT,-9.157088441184392,-60.82030554819922,13.15,0.0,0,,4,Moderado,COLNIZA,374.0,28465.1,1.4030344889851936,4.361004952119285,0.5859668168256611,218.0957142857143,157.43428571428572,42.09571428571429,10.455714285714285,1.2857142857142858,4.135714285714286,29.110000000000003,59.28285714285715,0.06
31883,4112_hist,DESMATAMENTO_CR,2022-08-30,2022-08-01,WFI,CBERS-4A,Altamira,1500602,PA,-3.773629791995071,-52.31621782380775,9.41,0.0,0,,3,Moderado,ALTAMIRA,776.0,84070.7,0.3411472487774571,13.073724551922368,0.8746563623215996,28.687142857142856,20.360000000000003,29.25857142857143,0.76,0.1814285714285714,0.2542857142857143,30.34857142857143,42.09285714285715,0.07857142857142858
3139,3724_hist,DESMATAMENTO_CR,2022-08-30,2022-08-01,WFI,CBERS-4A,Jacareacanga,1503754,PA,-9.065012464369412,-56.65635617074025,117.09,0.0,0,,6,Crítico,JACAREACANGA,81.0,6636.4,1.5619563492063493,8.244444444444444,0.6280026455026456,135.66285714285715,97.94428571428573,35.92,5.667142857142857,0.7271428571428572,1.985714285714286,29.382857142857144,64.92857142857143,0.06857142857142857
20994,3847_hist,CICATRIZ_DE_QUEIMADA,2022-08-30,2022-08-01,WFI,CBERS-4A,Sao Felix do Xingu,1507300,PA,-6.66092918335048,-52.28805015927817,24.05,0.0,0,,3,Moderado,SAO FELIX DO XINGU,618.0,37402.5,2.244623087696617,7.727520110608346,0.5128700762356224,70.9857142857143,51.35428571428571,42.93714285714286,5.589999999999999,0.4342857142857143,1.922857142857143,31.072857142857142,33.932857142857145,0.13142857142857142
36473,3434_hist,DESMATAMENTO_CR,2022-08-30,2022-08-01,AWFI,CBERS-4,Porto Velho,1100205,RO,-9.541283330738697,-63.998940206382095,13.96,0.0,0,,4,Moderado,PORTO VELHO,631.0,80536.2,2.0543347699285546,5.2643742525818,0.5086036500627432,305.6842857142857,220.7971428571429,60.50428571428571,13.09,1.762857142857143,4.985714285714287,26.665714285714284,74.70142857142856,0.14
19252,3443_hist,DESMATAMENTO_CR,2022-08-30,2022-08-01,AWFI,CBERS-4,Candeias do Jamari,1100809,RO,-8.876747102965293,-63.03860866705328,48.61,0.0,0,,6,Crítico,CANDEIAS DO JAMARI,165.0,8776.2,4.634392764857881,4.49392268127938,0.2946747230361707,314.11,226.9157142857143,62.38142857142857,13.61285714285714,1.762857142857143,5.177142857142856,27.99,67.96428571428571,0.07285714285714286
25219,3731_hist,CICATRIZ_DE_QUEIMADA,2022-08-30,2022-08-01,WFI,CBERS-4A,Jacareacanga,1503754,PA,-9.047379376430056,-56.6377941707076,482.04,0.0,0,,4,Moderado,JACAREACANGA,81.0,6636.4,1.5619563492063493,8.244444444444444,0.6280026455026456,135.66285714285715,97.94428571428573,35.92,5.667142857142857,0.7271428571428572,1.985714285714286,29.382857142857144,64.92857142857143,0.06857142857142857
42833,58414_hist,DESMATAMENTO_CR,2022-08-30,2022-08-01,WFI,CBERS-4A,Placas,1505650,PA,-3.8243809684951446,-54.38144452350607,11.35,0.0,0,,4,Moderado,PLACAS,15.0,1263.0,0.2166666666666666,3.45,0.4843333333333333,37.76857142857143,27.00714285714286,28.788571428571423,1.6342857142857146,0.2357142857142857,0.4857142857142857,27.617142857142856,73.17142857142858,0.037142857142857144
36463,12294_hist,CICATRIZ_DE_QUEIMADA,2022-08-30,2022-08-01,WFI,CBERS-4A,Paranaita,5106299,MT,-9.542388117304975,-56.97722953880469,18.26,0.0,0,,2,Bajo,PARANAITA,51.0,1956.0,0.0209999999999999,10.493333333333334,0.7520606060606061,105.08857142857144,75.75285714285714,43.56,5.49,0.7285714285714285,2.358571428571428,29.60571428571428,48.037142857142854,0.13714285714285712
33665,58052_hist,DESMATAMENTO_CR,2022-08-30,2022-08-01,WFI,CBERS-4A,Itaituba,1503606,PA,-4.813938590160467,-56.08250703127772,18.18,0.0,0,,4,Moderado,ITAITUBA,140.0,4782.800000000001,0.4210438596491228,3.9832581453634086,0.5998831453634085,42.30714285714286,30.198571428571427,19.11428571428571,0.9171428571428571,0.2342857142857143,0.2757142857142857,28.0,65.42285714285714,0.10285714285714286
11054,58020_hist,DESMATAMENTO_CR,2022-08-30,2022-08-01,WFI,CBERS-4A,Trairao,1508050,PA,-4.861591011449303,-56.15658901275143,7.6,0.0,0,,3,Moderado,TRAIRAO,54.0,2306.7,1.2786772486772486,2.757407407407407,0.2954677248677249,45.22428571428572,32.35142857142857,20.472857142857144,1.14,0.2542857142857143,0.35,26.27857142857143,85.86142857142856,0.23285714285714285
18160,3447_hist,DEGRADACAO,2022-08-30,2022-08-01,AWFI,CBERS-4,Porto Velho,1100205,RO,-9.81359676179515,-64.22574875201481,30.930000000000003,0.0,0,,4,Moderado,PORTO VELHO,631.0,80536.2,2.0543347699285546,5.2643742525818,0.5086036500627432,305.6842857142857,220.7971428571429,60.50428571428571,13.09,1.762857142857143,4.985714285714287,26.665714285714284,74.70142857142856,0.14
20374,56952_hist,DESMATAMENTO_CR,2022-08-30,2022-08-01,AWFI,CBERS-4,Nova Mamore,1100338,RO,-10.149940600766437,-65.1107829421708,16.09,0.0,0,,4,Moderado,NOVA MAMORE,213.0,26909.300000000003,0.0211162790697674,3.5320946432428544,0.5514878170974633,342.5028571428572,247.40857142857143,53.08571428571429,14.482857142857142,2.33,5.242857142857143,26.642857142857142,62.16857142857143,0.13999999999999999
48330,96561_hist,DESMATAMENTO_CR,2022-08-30,2022-08-01,AWFI,CBERS-4,Xapuri,1200708,AC,-10.409028540836136,-68.38263398009992,12.27,0.1227,1,RESERVA EXTRATIVISTA CHICO MENDES,6,Crítico,XAPURI,31.0,714.0,5.819,5.058333333333333,0.2434166666666666,101.76142857142858,73.36428571428573,33.41571428571429,2.52,0.7142857142857143,1.0814285714285714,27.642857142857142,54.83142857142857,0.10857142857142858
38208,58504_hist,DESMATAMENTO_CR,2022-08-30,2022-08-01,WFI,CBERS-4A,Aveiro,1501006,PA,-3.653808452341506,-55.46178166980715,16.39,0.0,0,,4,Moderado,AVEIRO,4.0,77.0,5.35,0.25,0.085,35.60857142857143,25.34142857142857,21.65428571428572,0.8157142857142858,0.2085714285714285,0.2714285714285714,26.01285714285714,87.10428571428572,0.14857142857142858
4326,57276_hist,DESMATAMENTO_CR,2022-08-30,2022-08-01,WFI,AMAZONIA-1,Candeias do Jamari,1100809,RO,-8.797672111860338,-62.86381598214845,10.19,0.0,0,,3,Moderado,CANDEIAS DO JAMARI,165.0,8776.2,4.634392764857881,4.49392268127938,0.2946747230361707,314.11,226.9157142857143,62.38142857142857,13.61285714285714,1.762857142857143,5.177142857142856,27.99,67.96428571428571,0.07285714285714286
27012,3868_hist,CICATRIZ_DE_QUEIMADA,2022-08-30,2022-08-01,WFI,CBERS-4A,Sao Felix do Xingu,1507300,PA,-7.0617518473859215,-52.4151971531847,10.04,0.0,0,,1,Bajo,SAO FELIX DO XINGU,618.0,37402.5,2.244623087696617,7.727520110608346,0.5128700762356224,70.9857142857143,51.35428571428571,42.93714285714286,5.589999999999999,0.4342857142857143,1.922857142857143,31.072857142857142,33.932857142857145,0.13142857142857142
39651,58191_hist,DESMATAMENTO_CR,2022-08-30,2022-08-01,WFI,CBERS-4A,Aveiro,1501006,PA,-4.018014496929996,-56.185665306477134,6.83,0.0,0,,3,Moderado,AVEIRO,4.0,77.0,5.35,0.25,0.085,35.60857142857143,25.34142857142857,21.65428571428572,0.8157142857142858,0.2085714285714285,0.2714285714285714,26.01285714285714,87.10428571428572,0.14857142857142858
22165,57267_hist,DESMATAMENTO_CR,2022-08-30,2022-08-01,WFI,AMAZONIA-1,Porto Velho,1100205,RO,-8.256569662512655,-62.88034918869544,32.87,0.0,0,,5,Alto,PORTO VELHO,631.0,80536.2,2.0543347699285546,5.2643742525818,0.5086036500627432,305.6842857142857,220.7971428571429,60.50428571428571,13.09,1.762857142857143,4.985714285714287,26.665714285714284,74.70142857142856,0.14
33727,56948_hist,DESMATAMENTO_CR,2022-08-30,2022-08-01,AWFI,CBERS-4,Rio Branco,1200401,AC,-9.939688261298024,-68.48203130742819,8.540000000000001,0.0,0,,3,Moderado,RIO BRANCO,52.0,1424.6999999999998,6.347,4.859375,0.4424128787878787,178.79285714285717,128.99714285714285,38.83571428571429,7.01,1.1528571428571428,2.3714285714285714,27.71857142857143,56.22857142857142,0.07571428571428572
14087,3849_hist,CICATRIZ_DE_QUEIMADA,2022-08-30,2022-08-01,WFI,CBERS-4A,Sao Felix do Xingu,1507300,PA,-6.650010548355414,-52.32757115962783,52.190000000000005,0.0,0,,4,Moderado,SAO FELIX DO XINGU,618.0,37402.5,2.244623087696617,7.727520110608346,0.5128700762356224,70.9857142857143,51.35428571428571,42.93714285714286,5.589999999999999,0.4342857142857143,1.922857142857143,31.072857142857142,33.932857142857145,0.13142857142857142
16953,4016_hist,DESMATAMENTO_CR,2022-08-30,2022-08-01,WFI,CBERS-4A,Ruropolis,1506195,PA,-4.259619939659545,-55.00801789718062,9.72,0.0,0,,3,Moderado,RUROPOLIS,13.0,1251.1999999999998,2.7536250000000004,3.175,0.47875,40.00857142857143,28.59,25.768571428571427,1.4828571428571429,0.2414285714285714,0.4242857142857143,27.321428571428573,72.66285714285713,0.08
12419,58237_hist,DESMATAMENTO_CR,2022-08-30,2022-08-01,WFI,CBERS-4A,Uruara,1508159,PA,-3.423093214022877,-54.15010469781045,31.99,0.0,0,,5,Alto,URUARA,22.0,939.9,0.2624242424242424,5.9,0.439090909090909,30.32857142857143,21.63,29.537142857142857,1.0814285714285714,0.1957142857142857,0.3742857142857143,27.400000000000002,73.59428571428573,0.017142857142857144
22882,58224_hist,DESMATAMENTO_CR,2022-08-30,2022-08-01,WFI,CBERS-4A,Uruara,1508159,PA,-3.686308575117188,-54.212050556727874,15.52,0.0,0,,4,Moderado,URUARA,22.0,939.9,0.2624242424242424,5.9,0.439090909090909,30.32857142857143,21.63,29.537142857142857,1.0814285714285714,0.1957142857142857,0.3742857142857143,27.400000000000002,73.59428571428573,0.017142857142857144
15080,57006_hist,DESMATAMENTO_CR,2022-08-30,2022-08-01,AWFI,CBERS-4,Rio Branco,1200401,AC,-9.93566320080276,-68.33710464750047,13.99,0.0,0,,4,Moderado,RIO BRANCO,52.0,1424.6999999999998,6.347,4.859375,0.4424128787878787,178.79285714285717,128.99714285714285,38.83571428571429,7.01,1.1528571428571428,2.3714285714285714,27.71857142857143,56.22857142857142,0.07571428571428572
38167,3828_hist,CICATRIZ_DE_QUEIMADA,2022-08-30,2022-08-01,WFI,CBERS-4A,Peixoto de Azevedo,5106422,MT,-10.465552687261184,-53.11477903974219,24.79,0.0,0,,3,Moderado,PEIXOTO DE AZEVEDO,83.0,6555.9,0.0,56.64002136752136,1.0,147.03571428571428,106.09142857142857,50.02571428571429,12.79142857142857,0.8685714285714285,4.22,30.057142857142857,34.25857142857143,0.032857142857142856
40152,58556_hist,DESMATAMENTO_CR,2022-08-30,2022-08-01,WFI,CBERS-4A,Altamira,1500602,PA,-3.819680498069665,-52.41233170324399,20.93,0.0,0,,5,Alto,ALTAMIRA,776.0,84070.7,0.3411472487774571,13.073724551922368,0.8746563623215996,28.687142857142856,20.360000000000003,29.25857142857143,0.76,0.1814285714285714,0.2542857142857143,30.34857142857143,42.09285714285715,0.07857142857142858
3048,58051_hist,DESMATAMENTO_CR,2022-08-30,2022-08-01,WFI,CBERS-4A,Trairao,1508050,PA,-4.817717745278081,-56.01825637080374,8.82,0.0,0,,3,Moderado,TRAIRAO,54.0,2306.7,1.2786772486772486,2.757407407407407,0.2954677248677249,45.22428571428572,32.35142857142857,20.472857142857144,1.14,0.2542857142857143,0.35,26.27857142857143,85.86142857142856,0.23285714285714285
32845,96570_hist,DESMATAMENTO_CR,2022-08-30,2022-08-01,AWFI,CBERS-4,Xapuri,1200708,AC,-10.405595348553328,-68.35986527393689,6.72,0.0672,1,RESERVA EXTRATIVISTA CHICO MENDES,5,Alto,XAPURI,31.0,714.0,5.819,5.058333333333333,0.2434166666666666,101.76142857142858,73.36428571428573,33.41571428571429,2.52,0.7142857142857143,1.0814285714285714,27.642857142857142,54.83142857142857,0.10857142857142858
27541,56675_hist,DESMATAMENTO_CR,2022-08-30,2022-08-01,AWFI,CBERS-4,Manoel Urbano,1200344,AC,-8.82214999126043,-69.01621308918061,14.29,0.0,0,,4,Moderado,MANOEL URBANO,139.0,6927.6,0.6645475113122171,4.580769230769231,0.3328875409580278,173.8657142857143,125.5457142857143,42.32714285714286,6.847142857142857,1.2142857142857142,2.2842857142857143,26.344285714285714,67.55857142857143,0.09285714285714286
21170,57456_hist,DESMATAMENTO_CR,2022-08-30,2022-08-01,WFI,AMAZONIA-1,Mucajai,1400308,RR,2.4818767169010503,-61.63091733803959,10.68,0.0,0,,4,Moderado,MUCAJAI,0.0,0.0,,,,18.18142857142857,12.788571428571428,15.090000000000002,0.6171428571428572,0.1928571428571428,0.0685714285714285,24.757142857142856,91.0257142857143,0.14142857142857143
43036,3459_hist,DESMATAMENTO_CR,2022-08-30,2022-08-01,AWFI,CBERS-4,Candeias do Jamari,1100809,RO,-8.90431985148532,-63.00985000769389,8.559999999999999,0.0,0,,3,Moderado,CANDEIAS DO JAMARI,165.0,8776.2,4.634392764857881,4.49392268127938,0.2946747230361707,314.11,226.9157142857143,62.38142857142857,13.61285714285714,1.762857142857143,5.177142857142856,27.99,67.96428571428571,0.07285714285714286
44528,4076_hist,DESMATAMENTO_CR,2022-08-30,2022-08-01,WFI,CBERS-4A,Prainha,1506005,PA,-2.257511844345473,-53.69396931317605,12.5,0.0,0,,4,Moderado,PRAINHA,1.0,21.5,0.0,3.0,0.16,20.23,14.104285714285714,25.86142857142857,0.2157142857142857,0.1314285714285714,0.1042857142857142,26.78142857142857,86.25857142857141,1.1085714285714285
6905,57543_hist,DESMATAMENTO_CR,2022-08-30,2022-08-01,WFI,AMAZONIA-1,Governador Jorge Teixeira,1101005,RO,-10.5567571265738,-63.50914187004081,12.24,0.0,0,,4,Moderado,GOVERNADOR JORGE TEIXEIRA,75.0,11566.1,0.0,4.858607737291948,0.5711052631578948,202.75571428571428,145.15285714285716,42.26,5.861428571428571,0.9128571428571428,2.532857142857143,27.81142857142857,58.31,0.07285714285714286
8134,96616_hist,DESMATAMENTO_CR,2022-08-30,2022-08-01,WFI,CBERS-4A,Terra Santa,1507979,PA,-1.756874366204444,-56.58894444265722,14.68,0.1468,1,FLORESTA NACIONAL DE SARACÁ-TAQUERA,6,Crítico,TERRA SANTA,0.0,0.0,,,,23.112857142857145,16.36285714285714,17.352857142857143,0.1328571428571428,0.18,0.11,27.192857142857143,82.44142857142856,0.9857142857142857
39435,3488_hist,DESMATAMENTO_CR,2022-08-30,2022-08-01,AWFI,CBERS-4,Humaita,1301704,AM,-7.905588928485553,-63.61357065314625,9.09,0.0,0,,3,Moderado,HUMAITA,154.0,13434.7,2.4289047875064003,6.576888547533709,0.3010019790206464,300.67,217.43142857142857,61.91571428571428,12.634285714285712,1.53,4.541428571428571,26.551428571428573,80.2242857142857,0.14142857142857143
11198,56949_hist,DESMATAMENTO_CR,2022-08-30,2022-08-01,AWFI,CBERS-4,Rio Branco,1200401,AC,-9.942836316831638,-68.41718231310684,8.28,0.0,0,,3,Moderado,RIO BRANCO,52.0,1424.6999999999998,6.347,4.859375,0.4424128787878787,178.79285714285717,128.99714285714285,38.83571428571429,7.01,1.1528571428571428,2.3714285714285714,27.71857142857143,56.22857142857142,0.07571428571428572
42629,58609_hist,DESMATAMENTO_CR,2022-08-30,2022-08-01,WFI,CBERS-4A,Sao Felix do Xingu,1507300,PA,-5.472948289952472,-51.76763834046152,30.520000000000003,0.0,0,,5,Alto,SAO FELIX DO XINGU,618.0,37402.5,2.244623087696617,7.727520110608346,0.5128700762356224,70.9857142857143,51.35428571428571,42.93714285714286,5.589999999999999,0.4342857142857143,1.922857142857143,31.072857142857142,33.932857142857145,0.13142857142857142
24578,58103_hist,DESMATAMENTO_CR,2022-08-30,2022-08-01,WFI,CBERS-4A,Placas,1505650,PA,-3.4030934579585206,-54.5862720754038,10.14,0.0,0,,3,Moderado,PLACAS,15.0,1263.0,0.2166666666666666,3.45,0.4843333333333333,37.76857142857143,27.00714285714286,28.788571428571423,1.6342857142857146,0.2357142857142857,0.4857142857142857,27.617142857142856,73.17142857142858,0.037142857142857144
7202,3435_hist,DESMATAMENTO_CR,2022-08-30,2022-08-01,AWFI,CBERS-4,Candeias do Jamari,1100809,RO,-8.91616197933984,-62.90144073475008,21.78,0.0,0,,5,Alto,CANDEIAS DO JAMARI,165.0,8776.2,4.634392764857881,4.49392268127938,0.2946747230361707,314.11,226.9157142857143,62.38142857142857,13.61285714285714,1.762857142857143,5.177142857142856,27.99,67.96428571428571,0.07285714285714286
22121,3344_hist,DESMATAMENTO_CR,2022-08-30,2022-08-01,AWFI,CBERS-4,Labrea,1302405,AM,-9.503517232196453,-65.70979825336431,11.46,0.0,0,,4,Moderado,LABREA,645.0,76824.59999999999,0.1634880952380954,4.8608787664480735,0.5492349952852428,117.10142857142856,84.46000000000001,41.34142857142857,2.472857142857143,0.8142857142857143,1.1742857142857144,25.034285714285716,79.36428571428571,0.08857142857142856
26667,93103_hist,CICATRIZ_DE_QUEIMADA,2022-08-30,2022-08-01,WFI,CBERS-4A,Novo Progresso,1505031,PA,-8.542675229683574,-55.32630226976993,42.19,0.4219,1,FLORESTA NACIONAL DO JAMANXIM,5,Alto,NOVO PROGRESSO,358.0,31940.0,0.5110367063492057,16.601857142857146,0.9185585317460316,382.1114285714285,276.82428571428574,55.72571428571429,21.74571428571429,2.5357142857142856,8.571428571428571,29.661428571428576,48.957142857142856,0.11142857142857143
25725,3280_hist,DESMATAMENTO_CR,2022-08-30,2022-08-01,AWFI,CBERS-4,Brasileia,1200104,AC,-10.87691764108158,-68.78300320345349,7.37,0.0,0,,3,Moderado,BRASILEIA,25.0,858.8,1.84925,4.9375,0.3561904761904763,96.4742857142857,69.55,31.68285714285715,2.475714285714285,0.6785714285714287,1.0142857142857142,26.835714285714285,60.381428571428565,0.11714285714285715
36889,3874_hist,DEGRADACAO,2022-08-30,2022-08-01,WFI,CBERS-4A,Altamira,1500602,PA,-6.537669630867014,-53.60263190428884,103.69,0.0,0,,5,Alto,ALTAMIRA,776.0,84070.7,0.3411472487774571,13.073724551922368,0.8746563623215996,28.687142857142856,20.360000000000003,29.25857142857143,0.76,0.1814285714285714,0.2542857142857143,30.34857142857143,42.09285714285715,0.07857142857142858
49865,3569_hist,DESMATAMENTO_CR,2022-08-30,2022-08-01,WFI,AMAZONIA-1,Nova Mamore,1100338,RO,-10.431597880743295,-64.51025259998187,13.27,0.0,0,,4,Moderado,NOVA MAMORE,213.0,26909.300000000003,0.0211162790697674,3.5320946432428544,0.5514878170974633,342.5028571428572,247.40857142857143,53.08571428571429,14.482857142857142,2.33,5.242857142857143,26.642857142857142,62.16857142857143,0.13999999999999999
38203,57675_hist,DESMATAMENTO_CR,2022-08-30,2022-08-01,WFI,AMAZONIA-1,Colniza,5103254,MT,-9.145701031788173,-61.04914141717497,213.92,0.0,0,,6,Crítico,COLNIZA,374.0,28465.1,1.4030344889851936,4.361004952119285,0.5859668168256611,218.0957142857143,157.43428571428572,42.09571428571429,10.455714285714285,1.2857142857142858,4.135714285714286,29.110000000000003,59.28285714285715,0.06
16218,3614_hist,DESMATAMENTO_CR,2022-08-30,2022-08-01,WFI,AMAZONIA-1,Governador Jorge Teixeira,1101005,RO,-10.59877459796688,-63.53028441515395,11.67,0.0,0,,4,Moderado,GOVERNADOR JORGE TEIXEIRA,75.0,11566.1,0.0,4.858607737291948,0.5711052631578948,202.75571428571428,145.15285714285716,42.26,5.861428571428571,0.9128571428571428,2.532857142857143,27.81142857142857,58.31,0.07285714285714286
33684,3635_hist,CICATRIZ_DE_QUEIMADA,2022-08-30,2022-08-01,WFI,AMAZONIA-1,Nova Lacerda,5106182,MT,-14.3031311273838,-59.82482378941601,10.02,0.0,0,,1,Bajo,NOVA LACERDA,9.0,343.2,0.01,8.0,0.94425,66.68571428571428,48.08714285714285,28.86428571428572,3.537142857142857,0.4785714285714286,0.7999999999999999,27.55857142857143,46.94428571428572,0.15571428571428572
48521,58736_hist,DESMATAMENTO_CR,2022-08-30,2022-08-01,WFI,CBERS-4A,Sao Felix do Xingu,1507300,PA,-5.780890092677694,-51.813411458936265,23.99,0.0,0,,5,Alto,SAO FELIX DO XINGU,618.0,37402.5,2.244623087696617,7.727520110608346,0.5128700762356224,70.9857142857143,51.35428571428571,42.93714285714286,5.589999999999999,0.4342857142857143,1.922857142857143,31.072857142857142,33.932857142857145,0.13142857142857142
17688,3960_hist,DESMATAMENTO_CR,2022-08-30,2022-08-01,WFI,CBERS-4A,Placas,1505650,PA,-3.732292625944064,-54.23129754717957,30.59,0.0,0,,5,Alto,PLACAS,15.0,1263.0,0.2166666666666666,3.45,0.4843333333333333,37.76857142857143,27.00714285714286,28.788571428571423,1.6342857142857146,0.2357142857142857,0.4857142857142857,27.617142857142856,73.17142857142858,0.037142857142857144
23602,96600_hist,DESMATAMENTO_CR,2022-08-30,2022-08-01,WFI,CBERS-4A,Itaituba,1503606,PA,-6.959201137309063,-56.58678367669361,7.35,0.0735,1,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,5,Alto,ITAITUBA,140.0,4782.800000000001,0.4210438596491228,3.9832581453634086,0.5998831453634085,42.30714285714286,30.198571428571427,19.11428571428571,0.9171428571428571,0.2342857142857143,0.2757142857142857,28.0,65.42285714285714,0.10285714285714286
47498,56878_hist,DESMATAMENTO_CR,2022-08-30,2022-08-01,AWFI,CBERS-4,Rio Branco,1200401,AC,-10.2628254084756,-68.27392921782025,7.91,0.0,0,,3,Moderado,RIO BRANCO,52.0,1424.6999999999998,6.347,4.859375,0.4424128787878787,178.79285714285717,128.99714285714285,38.83571428571429,7.01,1.1528571428571428,2.3714285714285714,27.71857142857143,56.22857142857142,0.07571428571428572
3789,57945_hist,DESMATAMENTO_CR,2022-08-30,2022-08-01,WFI,CBERS-4A,Sao Felix do Xingu,1507300,PA,-6.646955460993276,-53.17096509892185,30.9,0.0,0,,5,Alto,SAO FELIX DO XINGU,618.0,37402.5,2.244623087696617,7.727520110608346,0.5128700762356224,70.9857142857143,51.35428571428571,42.93714285714286,5.589999999999999,0.4342857142857143,1.922857142857143,31.072857142857142,33.932857142857145,0.13142857142857142
44622,58472_hist,DESMATAMENTO_CR,2022-08-30,2022-08-01,WFI,CBERS-4A,Placas,1505650,PA,-4.157668212306831,-54.33588139685194,16.33,0.0,0,,4,Moderado,PLACAS,15.0,1263.0,0.2166666666666666,3.45,0.4843333333333333,37.76857142857143,27.00714285714286,28.788571428571423,1.6342857142857146,0.2357142857142857,0.4857142857142857,27.617142857142856,73.17142857142858,0.037142857142857144
30048,3953_hist,DESMATAMENTO_CR,2022-08-30,2022-08-01,WFI,CBERS-4A,Placas,1505650,PA,-3.903188335059195,-54.14884490148763,11.08,0.0,0,,4,Moderado,PLACAS,15.0,1263.0,0.2166666666666666,3.45,0.4843333333333333,37.76857142857143,27.00714285714286,28.788571428571423,1.6342857142857146,0.2357142857142857,0.4857142857142857,27.617142857142856,73.17142857142858,0.037142857142857144
35665,3716_hist,DESMATAMENTO_CR,2022-08-30,2022-08-01,WFI,CBERS-4A,Jacareacanga,1503754,PA,-9.093893251271773,-56.67002892884232,111.9,0.0,0,,6,Crítico,JACAREACANGA,81.0,6636.4,1.5619563492063493,8.244444444444444,0.6280026455026456,135.66285714285715,97.94428571428573,35.92,5.667142857142857,0.7271428571428572,1.985714285714286,29.382857142857144,64.92857142857143,0.06857142857142857
47205,3527_hist,DESMATAMENTO_CR,2022-08-30,2022-08-01,WFI,AMAZONIA-1,Colniza,5103254,MT,-9.254349489609815,-59.48568731215415,24.35,0.0,0,,5,Alto,COLNIZA,374.0,28465.1,1.4030344889851936,4.361004952119285,0.5859668168256611,218.0957142857143,157.43428571428572,42.09571428571429,10.455714285714285,1.2857142857142858,4.135714285714286,29.110000000000003,59.28285714285715,0.06
17676,57251_hist,DESMATAMENTO_CR,2022-08-30,2022-08-01,WFI,AMAZONIA-1,Porto Velho,1100205,RO,-8.121258300228167,-62.87023071197236,14.9,0.0,0,,4,Moderado,PORTO VELHO,631.0,80536.2,2.0543347699285546,5.2643742525818,0.5086036500627432,305.6842857142857,220.7971428571429,60.50428571428571,13.09,1.762857142857143,4.985714285714287,26.665714285714284,74.70142857142856,0.14
5591,3648_hist,CICATRIZ_DE_QUEIMADA,2022-08-30,2022-08-01,WFI,AMAZONIA-1,Aripuana,5101407,MT,-9.876657822593684,-60.2556900990305,27.92,0.0,0,,3,Moderado,ARIPUANA,246.0,16866.899999999998,1.0718426704014938,6.03911777755799,0.8023822861216787,230.8871428571429,166.64428571428567,38.925714285714285,10.8,1.32,4.618571428571428,29.587142857142855,48.30142857142857,0.10142857142857144
31177,57305_hist,DESMATAMENTO_CR,2022-08-30,2022-08-01,WFI,AMAZONIA-1,Colniza,5103254,MT,-9.149292812091678,-60.91530112639917,32.190000000000005,0.0,0,,5,Alto,COLNIZA,374.0,28465.1,1.4030344889851936,4.361004952119285,0.5859668168256611,218.0957142857143,157.43428571428572,42.09571428571429,10.455714285714285,1.2857142857142858,4.135714285714286,29.110000000000003,59.28285714285715,0.06
13997,3429_hist,DESMATAMENTO_CR,2022-08-30,2022-08-01,AWFI,CBERS-4,Bujari,1200138,AC,-9.703560307192278,-68.3913765967935,9.45,0.0,0,,3,Moderado,BUJARI,22.0,1429.4,5.910333333333334,4.71875,0.4120833333333332,178.49142857142854,128.78428571428572,39.120000000000005,6.824285714285715,1.17,2.3185714285714285,27.194285714285716,62.09285714285715,0.060000000000000005
36435,57062_hist,DESMATAMENTO_CR,2022-08-30,2022-08-01,AWFI,CBERS-4,Porto Velho,1100205,RO,-9.867721380680203,-64.99085518428913,11.83,0.0,0,,4,Moderado,PORTO VELHO,631.0,80536.2,2.0543347699285546,5.2643742525818,0.5086036500627432,305.6842857142857,220.7971428571429,60.50428571428571,13.09,1.762857142857143,4.985714285714287,26.665714285714284,74.70142857142856,0.14
18139,4049_hist,DESMATAMENTO_CR,2022-08-30,2022-08-01,WFI,CBERS-4A,Uruara,1508159,PA,-3.513646276190408,-53.53602661261346,6.5600000000000005,0.0,0,,3,Moderado,URUARA,22.0,939.9,0.2624242424242424,5.9,0.439090909090909,30.32857142857143,21.63,29.537142857142857,1.0814285714285714,0.1957142857142857,0.3742857142857143,27.400000000000002,73.59428571428573,0.017142857142857144
14993,57265_hist,DESMATAMENTO_CR,2022-08-30,2022-08-01,WFI,AMAZONIA-1,Porto Velho,1100205,RO,-8.146517207244944,-62.78719828485214,48.89,0.0,0,,6,Crítico,PORTO VELHO,631.0,80536.2,2.0543347699285546,5.2643742525818,0.5086036500627432,305.6842857142857,220.7971428571429,60.50428571428571,13.09,1.762857142857143,4.985714285714287,26.665714285714284,74.70142857142856,0.14
