semana,municipio_norm,uf,num_alertas,area_ha_total,score_riesgo_promedio,num_incendios,frp_total,frp_promedio,precipitacion_promedio,dias_sin_lluvia_promedio,riesgo_fuego_promedio,pm10_reanalise,pm2_5_reanalise,o3_reanalise,no2_reanalise,co_reanalise,so2_reanalise,T2M,RH2M,WS2M
2022-01-03,MACHADINHO D'OESTE,RO,3,42.77,4.0,0.0,0.0,0.0,,,,21.87142857142857,17.134285714285713,13.94,0.2485714285714285,0.1285714285714286,0.0442857142857142,25.12,94.5257142857143,0.09
2022-01-03,MANCIO LIMA,AC,1,20.72,5.0,5.0,48.4,9.68,0.0,7.0,0.3399999999999999,26.527142857142856,20.134285714285717,16.255714285714287,0.4914285714285715,0.1442857142857143,0.1242857142857142,26.084285714285716,86.84285714285714,0.0071428571428571435
2022-01-03,MANICORE,AM,4,46.21,3.75,0.0,0.0,0.0,,,,21.812857142857144,17.05,15.66,0.12,0.1242857142857142,0.2242857142857142,25.461428571428574,94.03714285714285,0.06857142857142857
2022-01-03,MARCELANDIA,MT,1,10.33,4.0,0.0,0.0,0.0,,,,14.122857142857145,10.675714285714289,14.864285714285714,0.4857142857142857,0.1357142857142857,0.0557142857142857,23.90285714285714,93.3,0.04142857142857143
2022-01-03,MINISTRO ANDREAZZA,RO,1,7.829999999999999,3.0,0.0,0.0,0.0,,,,20.04714285714286,15.731428571428571,14.45142857142857,0.65,0.1328571428571428,0.0942857142857142,25.139999999999997,91.92571428571429,0.03142857142857143
2022-01-03,MONTE NEGRO,RO,1,57.69,6.0,0.0,0.0,0.0,,,,23.63,18.631428571428568,14.325714285714286,0.39,0.1271428571428571,0.0771428571428571,25.22,93.78285714285714,0.030000000000000002
2022-01-03,NOVA MAMORE,RO,4,107.32,4.25,1.0,11.9,11.9,0.0,5.0,0.1,26.53857142857143,20.97142857142857,15.345714285714283,0.1228571428571428,0.1242857142857142,0.0271428571428571,25.505714285714284,88.52857142857144,0.027142857142857142
2022-01-03,PACAJA,PA,1,7.829999999999999,3.0,0.0,0.0,0.0,,,,14.54857142857143,10.945714285714288,22.208571428571428,0.2771428571428571,0.1171428571428571,0.0385714285714285,24.771428571428572,93.45142857142856,0.09571428571428572
2022-01-03,PARECIS,RO,1,8.43,3.0,0.0,0.0,0.0,,,,20.17142857142857,15.86,14.954285714285716,0.3414285714285714,0.1314285714285714,0.0671428571428571,25.22714285714286,90.30999999999999,0.03571428571428571
2022-01-03,PEIXOTO DE AZEVEDO,MT,1,45.23,5.0,0.0,0.0,0.0,,,,11.844285714285714,8.93,16.145714285714284,0.46,0.1285714285714286,0.0471428571428571,23.91,93.49857142857142,0.06999999999999999
2022-01-03,PIMENTEIRAS DO OESTE,RO,2,27.660000000000004,3.0,0.0,0.0,0.0,,,,20.27285714285714,15.95,14.02142857142857,0.1314285714285714,0.1328571428571428,0.03,26.012857142857143,89.79571428571428,0.1685714285714286
2022-01-03,PORTO ALEGRE DO NORTE,MT,2,32.849999999999994,4.0,0.0,0.0,0.0,,,,12.46,9.194285714285714,15.528571428571428,0.3128571428571428,0.1257142857142857,0.0271428571428571,24.92142857142857,91.59285714285714,0.038571428571428576
2022-01-03,PORTO VELHO,RO,12,235.96,4.083333333333333,7.0,136.2,19.457142857142856,2.0142857142857142,9.142857142857142,0.4714285714285714,25.237142857142857,19.81571428571429,14.26,0.2985714285714285,0.1242857142857142,0.1814285714285714,25.77857142857143,92.37142857142858,0.1357142857142857
2022-01-03,PRESIDENTE FIGUEIREDO,AM,3,32.22,3.6666666666666665,7.0,190.4,27.2,0.5,7.285714285714286,0.0571428571428571,18.83,14.865714285714288,22.417142857142856,0.2757142857142857,0.1214285714285714,0.1485714285714285,25.904285714285717,91.28857142857143,0.1657142857142857
2022-01-03,RORAINOPOLIS,RR,7,138.02,4.285714285714286,14.0,638.1,45.57857142857143,0.0142857142857142,4.571428571428571,0.1357142857142857,19.24571428571429,14.975714285714286,32.28142857142857,0.2471428571428571,0.1171428571428571,0.0785714285714285,25.375714285714285,86.84714285714286,0.08571428571428572
2022-01-03,SANTA CRUZ DO XINGU,MT,1,13.900000000000002,4.0,0.0,0.0,0.0,,,,11.55,8.48,16.23,0.1657142857142857,0.1242857142857142,0.0157142857142857,24.437142857142856,92.0,0.06857142857142857
2022-01-03,SAO FELIX DO ARAGUAIA,MT,1,6.99,3.0,0.0,0.0,0.0,,,,13.654285714285717,10.12,16.315714285714286,0.3514285714285714,0.1271428571428571,0.02,24.26142857142857,92.53142857142858,0.054285714285714284
2022-01-03,SAO FELIX DO XINGU,PA,2,72.81,5.0,0.0,0.0,0.0,,,,11.572857142857144,8.465714285714286,17.50857142857143,0.1457142857142857,0.1214285714285714,0.0128571428571428,24.194285714285716,92.94428571428571,0.16999999999999998
2022-01-03,SAO FRANCISCO DO GUAPORE,RO,2,47.92,5.0,5.0,129.5,25.9,0.8400000000000001,3.8,0.4,24.974285714285717,19.68,13.694285714285714,0.1485714285714285,0.1328571428571428,0.0414285714285714,26.29,87.93571428571428,0.5871428571428571
2022-01-03,XAPURI,AC,1,11.87,4.0,3.0,59.7,19.9,0.0,4.333333333333333,0.1333333333333333,28.812857142857144,22.91142857142857,12.544285714285715,0.1328571428571428,0.1257142857142857,0.0514285714285714,25.50714285714286,88.17428571428572,0.017142857142857144
2022-01-10,ALTAMIRA,PA,3,47.7,3.6666666666666665,0.0,0.0,0.0,,,,18.632857142857144,14.767142857142858,19.545714285714286,0.4628571428571429,0.1185714285714285,0.0571428571428571,24.22714285714286,92.63,0.08285714285714287
2022-01-10,ALTO PARAISO,RO,2,36.36,4.0,0.0,0.0,0.0,,,,21.74857142857143,16.924285714285713,13.211428571428572,0.5800000000000001,0.13,0.1357142857142857,25.09714285714286,93.32142857142857,0.07571428571428572
2022-01-10,APIACAS,MT,1,25.33,5.0,2.0,20.0,10.0,0.1,0.0,0.0,13.962857142857144,10.67,13.945714285714288,0.1871428571428571,0.1185714285714285,0.0199999999999999,24.580000000000002,92.84142857142857,0.10285714285714286
2022-01-10,APUI,AM,1,17.73,4.0,0.0,0.0,0.0,,,,17.995714285714286,14.027142857142858,12.188571428571429,0.1228571428571428,0.1171428571428571,0.0071428571428571,24.937142857142856,93.43571428571428,0.10428571428571429
2022-01-10,ARIPUANA,MT,1,16.45,4.0,0.0,0.0,0.0,,,,17.655714285714286,13.685714285714283,12.677142857142858,0.1528571428571428,0.1242857142857142,0.0142857142857142,24.73857142857143,93.53857142857143,0.08
2022-01-10,ARIQUEMES,RO,1,23.31,5.0,0.0,0.0,0.0,,,,21.85142857142857,17.009999999999998,13.274285714285714,0.7028571428571428,0.1314285714285714,0.0999999999999999,25.094285714285714,92.55,0.049999999999999996
2022-01-10,BARRA DO BUGRES,MT,1,15.32,4.0,1.0,33.2,33.2,0.6,2.0,0.7,15.314285714285717,11.528571428571428,14.411428571428573,1.1085714285714283,0.1557142857142857,0.0999999999999999,26.12142857142857,84.93142857142857,0.6799999999999999
2022-01-10,BOCA DO ACRE,AM,2,26.75,3.5,0.0,0.0,0.0,,,,17.841428571428573,13.76142857142857,11.164285714285716,0.1485714285714285,0.1314285714285714,0.0214285714285714,25.139999999999997,92.67999999999999,0.12428571428571429
2022-01-10,BONFIM,RR,1,0.2,3.0,16.0,398.9,24.93125,0.09375,10.875,0.9375,13.808571428571428,10.217142857142855,32.19,0.3514285714285714,0.09,0.0728571428571428,28.825714285714287,62.05714285714286,1.6142857142857143
2022-01-10,BREJO GRANDE DO ARAGUAIA,PA,1,36.120000000000005,5.0,0.0,0.0,0.0,,,,12.948571428571428,9.501428571428573,21.488571428571426,1.0399999999999998,0.1185714285714285,0.2057142857142857,25.274285714285718,86.24571428571429,1.07
2022-01-10,BURITIS,RO,1,134.28,6.0,0.0,0.0,0.0,,,,21.104285714285712,16.34,12.471428571428572,0.2799999999999999,0.1285714285714286,0.0585714285714285,24.84857142857143,93.61,0.05857142857142857
2022-01-10,CANDEIAS DO JAMARI,RO,5,65.24,3.4,1.0,22.0,22.0,4.0,0.0,0.0,21.39,16.705714285714286,13.642857142857142,0.3985714285714286,0.1214285714285714,0.2057142857142857,25.352857142857143,92.29714285714286,0.08857142857142856
2022-01-10,CANTA,RR,4,50.07,3.75,4.0,299.8,74.95,1.2,7.75,0.525,14.858571428571429,11.098571428571429,28.077142857142857,0.5414285714285715,0.1,0.1214285714285714,28.55,67.10857142857142,0.05142857142857143
2022-01-10,CANUTAMA,AM,3,55.74999999999999,3.6666666666666665,0.0,0.0,0.0,,,,19.142857142857142,14.985714285714286,13.674285714285714,0.0357142857142857,0.1142857142857143,0.01,25.33857142857143,93.2242857142857,0.13714285714285715
2022-01-10,CARACARAI,RR,3,122.7,4.666666666666667,9.0,138.9,15.433333333333334,0.977777777777778,6.0,0.6000000000000001,16.777142857142856,12.638571428571428,22.391428571428573,0.4928571428571429,0.11,0.11,26.948571428571427,81.27142857142857,0.037142857142857144
2022-01-10,CAROEBE,RR,20,320.15,3.5,18.0,726.7,40.37222222222223,0.1611111111111111,3.555555555555556,0.1444444444444444,26.357142857142858,19.835714285714285,21.204285714285717,1.2671428571428571,0.1542857142857143,0.2485714285714285,25.057142857142857,90.11571428571428,0.037142857142857144
2022-01-10,CLAUDIA,MT,1,72.78999999999999,5.0,1.0,7.1,7.1,0.0,0.0,0.0,12.75,9.717142857142855,14.37857142857143,0.4228571428571429,0.1328571428571428,0.0642857142857143,24.372857142857146,92.11571428571428,0.048571428571428564
2022-01-10,COLNIZA,MT,9,522.26,4.666666666666667,1.0,13.2,13.2,13.9,0.0,0.0,17.240000000000002,13.364285714285716,12.885714285714284,0.1042857142857142,0.12,0.0085714285714285,24.927142857142858,93.99000000000001,0.08857142857142856
2022-01-10,CRUZEIRO DO SUL,AC,1,12.69,4.0,0.0,0.0,0.0,,,,18.110000000000003,13.664285714285716,13.138571428571428,0.1857142857142857,0.1457142857142857,0.0357142857142857,25.714285714285715,85.31285714285715,0.08
2022-01-10,ESPIGAO D'OESTE,RO,1,23.96,5.0,2.0,24.8,12.4,6.25,0.0,0.0,19.53857142857143,15.025714285714288,12.607142857142858,0.78,0.1428571428571428,0.0985714285714285,24.277142857142856,92.59714285714287,0.04428571428571428
2022-01-10,FELIZ NATAL,MT,2,19.06,3.5,2.0,28.2,14.1,4.3,3.0,0.0,13.257142857142856,10.092857142857143,14.791428571428572,0.3871428571428571,0.1342857142857142,0.06,24.548571428571428,91.4057142857143,0.05285714285714286
2022-01-10,GAUCHA DO NORTE,MT,1,25.53,5.0,0.0,0.0,0.0,,,,13.572857142857144,10.388571428571428,16.961428571428574,0.2885714285714286,0.1314285714285714,0.0271428571428571,24.377142857142854,92.07571428571428,0.03
2022-01-10,GOIANESIA DO PARA,PA,4,39.41,3.5,0.0,0.0,0.0,,,,13.434285714285712,10.251428571428573,21.925714285714285,0.4071428571428571,0.1114285714285714,0.0828571428571428,24.70285714285714,89.69571428571429,0.14714285714285716
2022-01-10,GOVERNADOR JORGE TEIXEIRA,RO,1,57.21000000000001,6.0,0.0,0.0,0.0,,,,21.6,16.768571428571427,12.632857142857144,0.7000000000000001,0.1328571428571428,0.0885714285714285,24.762857142857143,92.99571428571429,0.04428571428571428
2022-01-10,GUAJARA,AM,1,8.68,3.0,0.0,0.0,0.0,,,,17.922857142857143,13.531428571428572,13.225714285714286,0.18,0.1457142857142857,0.03,24.957142857142856,91.41571428571429,0.13714285714285715
2022-01-10,GUARANTA DO NORTE,MT,2,67.35,4.0,0.0,0.0,0.0,,,,11.875714285714285,9.078571428571427,15.054285714285712,0.54,0.1257142857142857,0.0514285714285714,23.888571428571428,92.3,0.07142857142857142
2022-01-10,HUMAITA,AM,3,215.09,4.666666666666667,0.0,0.0,0.0,,,,20.094285714285714,15.801428571428572,14.108571428571429,0.0642857142857143,0.1157142857142857,0.0171428571428571,25.51142857142857,92.38285714285713,0.1757142857142857
2022-01-10,IPIRANGA DO NORTE,MT,2,281.86,4.5,0.0,0.0,0.0,,,,14.462857142857144,10.917142857142858,14.73857142857143,0.5399999999999999,0.1442857142857143,0.0714285714285714,24.267142857142858,91.94285714285715,0.04428571428571428
2022-01-10,IPIXUNA DO PARA,PA,2,38.14,4.5,0.0,0.0,0.0,,,,12.99,9.764285714285716,24.048571428571428,0.4342857142857143,0.1157142857142857,0.15,24.96,92.54285714285713,0.12142857142857144
2022-01-10,IRACEMA,RR,3,63.36,4.0,1.0,21.1,21.1,2.0,4.0,0.2,15.86,11.918571428571427,23.47571428571428,0.5242857142857142,0.1071428571428571,0.1114285714285714,26.142857142857142,81.02571428571427,0.1142857142857143
2022-01-10,ITAPUA DO OESTE,RO,1,360.78,7.0,0.0,0.0,0.0,,,,21.818571428571428,17.055714285714284,13.624285714285715,0.5471428571428572,0.1257142857142857,0.18,25.352857142857143,92.29714285714286,0.08857142857142856
2022-01-10,ITINGA DO MARANHAO,MA,2,32.78,4.0,0.0,0.0,0.0,,,,12.652857142857142,9.338571428571427,21.045714285714286,0.8285714285714285,0.1142857142857143,0.12,24.794285714285714,90.40142857142857,0.09142857142857143
2022-01-10,ITUPIRANGA,PA,1,10.59,4.0,0.0,0.0,0.0,,,,11.917142857142858,8.907142857142857,20.49714285714285,0.5842857142857143,0.11,0.0871428571428571,24.214285714285715,91.63857142857144,0.24857142857142858
2022-01-10,JARU,RO,2,37.61,4.5,0.0,0.0,0.0,,,,21.618571428571432,16.814285714285713,12.98,0.7928571428571428,0.1328571428571428,0.0957142857142857,24.774285714285718,93.03285714285714,0.04714285714285714
2022-01-10,JUARA,MT,2,213.84,5.0,1.0,47.9,47.9,9.7,1.0,0.0,13.96142857142857,10.602857142857143,13.291428571428572,0.33,0.13,0.0342857142857142,24.16857142857143,93.61,0.05285714285714286
2022-01-10,MARCELANDIA,MT,2,303.04,5.0,1.0,13.9,13.9,0.3,0.0,0.0,12.744285714285713,9.724285714285712,14.285714285714286,0.5342857142857144,0.1328571428571428,0.0571428571428571,24.351428571428574,91.20857142857143,0.05285714285714286
2022-01-10,MATUPA,MT,1,57.26,6.0,0.0,0.0,0.0,,,,12.071428571428571,9.22,14.905714285714286,0.6028571428571429,0.1257142857142857,0.0585714285714285,23.904285714285713,91.8,0.06142857142857143
2022-01-10,MONTE NEGRO,RO,1,9.95,3.0,0.0,0.0,0.0,,,,21.53,16.701428571428572,12.631428571428572,0.4942857142857143,0.13,0.08,25.094285714285714,92.55,0.049999999999999996
2022-01-10,NOVA BANDEIRANTES,MT,1,10.9,3.0,0.0,0.0,0.0,,,,14.391428571428571,11.004285714285714,13.597142857142858,0.1857142857142857,0.12,0.0185714285714285,24.47714285714286,93.7942857142857,0.07142857142857142
2022-01-10,NOVA BRASILANDIA D'OESTE,RO,1,16.57,4.0,0.0,0.0,0.0,,,,20.795714285714286,16.018571428571427,12.177142857142856,0.5728571428571428,0.1342857142857142,0.0814285714285714,24.744285714285716,93.26142857142858,0.047142857142857146
2022-01-10,NOVA CANAA DO NORTE,MT,1,50.5,6.0,0.0,0.0,0.0,,,,12.854285714285714,9.782857142857145,14.884285714285712,0.6014285714285714,0.13,0.0699999999999999,24.302857142857142,91.96285714285715,0.06714285714285714
2022-01-10,NOVA MARINGA,MT,3,744.79,5.333333333333333,6.0,67.19999999999999,11.199999999999998,4.583333333333333,0.3333333333333333,0.0166666666666666,16.321428571428573,12.291428571428572,13.541428571428572,0.6557142857142857,0.1542857142857143,0.07,24.505714285714284,92.43285714285715,0.06571428571428571
2022-01-10,NOVA MONTE VERDE,MT,2,76.28999999999999,5.0,0.0,0.0,0.0,,,,13.905714285714286,10.588571428571427,13.742857142857144,0.2285714285714286,0.1228571428571428,0.0242857142857142,24.32857142857143,93.51285714285714,0.08714285714285715
2022-01-10,NOVA MUTUM,MT,1,12.77,4.0,2.0,18.3,9.15,0.25,1.0,0.0,16.205714285714286,12.202857142857145,15.248571428571427,0.965714285714286,0.1571428571428571,0.0885714285714285,24.439999999999998,90.26,0.57
2022-01-10,NOVA SANTA HELENA,MT,4,88.05000000000001,4.0,1.0,11.6,11.6,0.0,0.0,0.0,12.497142857142858,9.52,14.635714285714284,0.7285714285714285,0.1314285714285714,0.0757142857142857,24.27857142857143,91.64714285714285,0.054285714285714284
2022-01-10,NOVA UBIRATA,MT,1,38.53,5.0,1.0,22.1,22.1,7.4,0.0,0.0,13.54857142857143,10.297142857142855,15.518571428571429,0.5528571428571428,0.1371428571428571,0.0571428571428571,24.521428571428572,91.89428571428572,0.05142857142857143
2022-01-10,NOVO MUNDO,MT,1,21.45,4.0,0.0,0.0,0.0,,,,12.04857142857143,9.21,15.03285714285714,0.5942857142857143,0.1257142857142857,0.0542857142857142,24.354285714285712,91.42571428571429,0.09
2022-01-10,NOVO PROGRESSO,PA,2,52.78,4.0,1.0,9.3,9.3,4.6,0.0,0.0,12.992857142857144,10.081428571428573,15.698571428571428,0.0842857142857142,0.1157142857142857,0.0085714285714285,24.372857142857146,92.40142857142858,0.05285714285714286
2022-01-10,PACAJA,PA,1,12.49,4.0,0.0,0.0,0.0,,,,14.521428571428572,11.328571428571427,20.12857142857143,0.3171428571428571,0.11,0.0499999999999999,24.497142857142855,93.21000000000001,0.09999999999999999
2022-01-10,PARAGOMINAS,PA,1,683.89,4.0,2.0,54.2,27.1,5.2,0.0,0.0,12.687142857142858,9.477142857142857,22.29,0.4828571428571428,0.1157142857142857,0.0942857142857142,25.04,90.79285714285713,0.10571428571428572
2022-01-10,PARANAITA,MT,1,24.81,5.0,1.0,10.0,10.0,0.0,2.0,0.0,13.292857142857144,10.142857142857142,14.767142857142858,0.2985714285714285,0.1214285714285714,0.0357142857142857,24.55857142857143,92.63571428571429,0.10714285714285714
2022-01-10,PARANATINGA,MT,1,382.14,6.0,0.0,0.0,0.0,,,,13.525714285714283,10.31857142857143,18.43285714285714,0.8285714285714285,0.1342857142857142,0.0399999999999999,24.412857142857142,91.75142857142858,0.028571428571428574
2022-01-10,PEIXOTO DE AZEVEDO,MT,3,40.16,3.6666666666666665,0.0,0.0,0.0,,,,12.14857142857143,9.277142857142858,14.87,0.6285714285714287,0.1257142857142857,0.06,24.025714285714287,92.41,0.09857142857142856
2022-01-10,PIMENTA BUENO,RO,4,82.87,4.25,0.0,0.0,0.0,,,,19.792857142857144,15.217142857142855,12.631428571428572,0.8285714285714285,0.1428571428571428,0.1071428571428571,24.638571428571428,89.67999999999999,0.038571428571428576
2022-01-10,PORTEL,PA,2,214.31,4.0,0.0,0.0,0.0,,,,17.411428571428573,13.924285714285714,25.967142857142854,0.0385714285714285,0.1014285714285714,0.0642857142857143,24.84142857142857,92.84714285714287,0.11857142857142858
2022-01-10,PORTO DE MOZ,PA,1,45.97,5.0,0.0,0.0,0.0,,,,18.69142857142857,15.168571428571427,23.358571428571427,0.0414285714285714,0.1028571428571428,0.0328571428571428,24.981428571428573,92.48142857142857,0.1757142857142857
2022-01-10,PORTO DOS GAUCHOS,MT,2,346.06,6.0,5.0,91.7,18.34,3.5,0.6,0.02,14.10142857142857,10.697142857142856,13.267142857142858,0.37,0.1342857142857142,0.0371428571428571,24.419999999999998,92.53714285714285,0.06285714285714286
2022-01-10,PORTO VELHO,RO,3,71.55000000000001,4.0,0.0,0.0,0.0,,,,21.28,16.604285714285716,13.545714285714286,0.3571428571428571,0.1214285714285714,0.2,25.354285714285712,93.05428571428571,0.15571428571428572
2022-01-10,RORAINOPOLIS,RR,23,397.25,3.695652173913044,24.0,1247.1,51.9625,0.4624999999999999,2.125,0.2625,26.15,19.62142857142857,22.208571428571425,1.16,0.1542857142857143,0.2442857142857142,25.752857142857145,89.67142857142858,0.10285714285714286
2022-01-10,SANTA CARMEM,MT,2,192.2,6.0,2.0,54.1,27.05,7.25,1.0,0.0,13.074285714285711,9.94,14.677142857142856,0.4942857142857143,0.1357142857142857,0.0771428571428571,24.358571428571427,92.48714285714286,0.054285714285714284
2022-01-10,SAO JOAO DA BALIZA,RR,10,138.34,3.8,17.0,602.1,35.41764705882353,0.0529411764705882,3.823529411764706,0.1470588235294117,26.68428571428572,20.045714285714286,21.72571428571428,1.282857142857143,0.1557142857142857,0.2571428571428572,25.287142857142857,90.33000000000001,0.07142857142857142
2022-01-10,SAO JOAO DE PIRABAS,PA,1,15.47,4.0,1.0,5.1,5.1,0.7,1.0,0.0,10.778571428571428,8.118571428571428,38.21428571428572,0.33,0.1057142857142857,0.2357142857142857,26.157142857142855,83.58285714285715,0.8057142857142857
2022-01-10,SAO LUIZ,RR,2,30.75,4.0,7.0,272.2,38.885714285714286,0.5714285714285714,2.142857142857143,0.2571428571428572,26.21,19.68142857142857,22.06142857142857,1.227142857142857,0.1542857142857143,0.25,25.40285714285714,90.23285714285714,0.049999999999999996
2022-01-10,TAILANDIA,PA,2,38.13,4.5,0.0,0.0,0.0,,,,14.604285714285712,11.218571428571428,23.70142857142857,0.26,0.1114285714285714,0.1271428571428571,25.10571428571429,91.11571428571428,0.22428571428571428
2022-01-10,TOME-ACU,PA,1,56.37,5.0,0.0,0.0,0.0,,,,13.975714285714286,10.605714285714283,25.344285714285714,0.3885714285714286,0.1142857142857143,0.2228571428571428,25.194285714285712,91.74714285714286,0.11571428571428573
